,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address
6269,Wilkes University,Mesa Branch,245 West Second Street,Mesa,AZ,85201,2,"Private nonprofit, 4-year or above",2084.0,3468.0,5552.0,0,1,0,0,"Wilkes University, 245 West Second Street, Mesa, AZ, 85201"
6285,Community College of Rhode Island,KNIGHT Campus,400 EAST AVE,WARWICK,RI,028861807,4,"Public, 2-year",6200.0,8901.0,15101.0,0,1,0,0,"Community College of Rhode Island, 400 EAST AVE, WARWICK, RI, 028861807"
6287,Community College of Rhode Island,Liston Campus,1 Hilton St.,Providence,RI,02905,4,"Public, 2-year",6200.0,8901.0,15101.0,1,0,0,0,"Community College of Rhode Island, 1 Hilton St., Providence, RI, 02905"
6308,Benedict College,Benedict College,1600 Harden Street,Columbia,SC,29204,2,"Private nonprofit, 4-year or above",1178.0,1103.0,2281.0,0,0,4,9,"Benedict College, 1600 Harden Street, Columbia, SC, 29204"
6309,Bob Jones University,Bob Jones University,1700 Wade Hampton Boulavard,Greenville,SC,296140001,3,"Private for-profit, 4-year or above",1329.0,1572.0,2901.0,3,0,0,0,"Bob Jones University, 1700 Wade Hampton Boulavard, Greenville, SC, 296140001"
6310,Southern Wesleyan University,Main Campus,907 WESLEYAN DR,CENTRAL,SC,296301020,2,"Private nonprofit, 4-year or above",654.0,1226.0,1880.0,1,0,0,1,"Southern Wesleyan University, 907 WESLEYAN DR, CENTRAL, SC, 296301020"
6316,College of Charleston,Charleston Campus,66 George St,Charleston,SC,294240001,1,"Public, 4-year or above",4019.0,7275.0,11294.0,9,0,0,0,"College of Charleston, 66 George St, Charleston, SC, 294240001"
6346,Furman University,Main Campus,3300 POINSETT HWY,GREENVILLE,SC,296136162,2,"Private nonprofit, 4-year or above",1209.0,1794.0,3003.0,8,4,0,1,"Furman University, 3300 POINSETT HWY, GREENVILLE, SC, 296136162"
6347,Greenville Technical College,Barton [Main] Campus,506 S. Pleasantburg Dr.,Greenville,SC,296072418,4,"Public, 2-year",4860.0,7072.0,11932.0,0,1,0,0,"Greenville Technical College, 506 S. Pleasantburg Dr., Greenville, SC, 296072418"
6349,Greenville Technical College,Benson Campus,2522 Locust Hill Rd.,Taylors,SC,296875834,4,"Public, 2-year",4860.0,7072.0,11932.0,0,1,0,0,"Greenville Technical College, 2522 Locust Hill Rd., Taylors, SC, 296875834"
6371,Newberry College,Main Campus,2100 COLLEGE ST,NEWBERRY,SC,29108,2,"Private nonprofit, 4-year or above",575.0,495.0,1070.0,0,2,0,0,"Newberry College, 2100 COLLEGE ST, NEWBERRY, SC, 29108"
6448,Sinte Gleska University,Sinte Gleska University Campus,East Highway 18,Mission,SD,57555,2,"Private nonprofit, 4-year or above",177.0,391.0,568.0,0,0,0,1,"Sinte Gleska University, East Highway 18, Mission, SD, 57555"
6529,Lane College,Main Campus,545 LANE AVE,JACKSON,TN,383014598,2,"Private nonprofit, 4-year or above",753.0,674.0,1427.0,1,1,5,5,"Lane College, 545 LANE AVE, JACKSON, TN, 383014598"
6530,Le Moyne-Owen College,Main Campus,807 WALKER AVE,MEMPHIS,TN,38126,2,"Private nonprofit, 4-year or above",319.0,640.0,959.0,0,0,0,1,"Le Moyne-Owen College, 807 WALKER AVE, MEMPHIS, TN, 38126"
6542,University of Memphis,Main Campus,3720 Alumni,MEMPHIS,TN,38152,1,"Public, 4-year or above",8827.0,12474.0,21301.0,6,2,1,8,"University of Memphis, 3720 Alumni, MEMPHIS, TN, 38152"
6546,University of Memphis,Lambuth Campus,705 Lambuth Blvd.,Jackson,TN,38301,1,"Public, 4-year or above",8827.0,12474.0,21301.0,0,1,0,0,"University of Memphis, 705 Lambuth Blvd., Jackson, TN, 38301"
6576,Southwest Tennessee Community College,Macon Cove Campus,5983 Macon Cove,Memphis,TN,381347693,4,"Public, 2-year",3236.0,5091.0,8327.0,0,0,0,1,"Southwest Tennessee Community College, 5983 Macon Cove, Memphis, TN, 381347693"
6577,Southwest Tennessee Community College,Union Avenue Campus,737 Union Ave.,Memphis,TN,38103,4,"Public, 2-year",3236.0,5091.0,8327.0,0,0,0,1,"Southwest Tennessee Community College, 737 Union Ave., Memphis, TN, 38103"
6583,Sewanee-The University of the South,Main Campus,735 University Avenue,Sewanee,TN,373831000,2,"Private nonprofit, 4-year or above",870.0,945.0,1815.0,17,5,0,0,"Sewanee-The University of the South, 735 University Avenue, Sewanee, TN, 373831000"
6604,The University of Tennessee-Martin,Main Campus,UNIVERSITY ST.,MARTIN,TN,38238,1,"Public, 4-year or above",2789.0,3916.0,6705.0,1,0,0,2,"The University of Tennessee-Martin, UNIVERSITY ST., MARTIN, TN, 38238"
6622,Tusculum College,Main Campus,60 Shiloh Road,Greeneville,TN,37743,2,"Private nonprofit, 4-year or above",819.0,977.0,1796.0,0,1,0,0,"Tusculum College, 60 Shiloh Road, Greeneville, TN, 37743"
6650,Austin College,Main Campus,900 N GRAND AVE,SHERMAN,TX,750904400,2,"Private nonprofit, 4-year or above",615.0,663.0,1278.0,5,0,0,2,"Austin College, 900 N GRAND AVE, SHERMAN, TX, 750904400"
6654,Austin Community College District,Pinnacle Campus,7748 Highway 290 West,Austin,TX,78736,4,"Public, 2-year",18726.0,22817.0,41543.0,0,0,0,1,"Austin Community College District, 7748 Highway 290 West, Austin, TX, 78736"
6655,Austin Community College District,Rio Grande Campus,1212 Rio Grande Street,Austin,TX,78701,4,"Public, 2-year",18726.0,22817.0,41543.0,0,0,0,1,"Austin Community College District, 1212 Rio Grande Street, Austin, TX, 78701"
6656,Austin Community College District,Riverside Campus,1020 Grove Blvd.,Austin,TX,78741,4,"Public, 2-year",18726.0,22817.0,41543.0,1,0,2,2,"Austin Community College District, 1020 Grove Blvd., Austin, TX, 78741"
6657,Austin Community College District,Eastview Campus,3401 Weberville Road,Austin,TX,78702,4,"Public, 2-year",18726.0,22817.0,41543.0,0,0,0,3,"Austin Community College District, 3401 Weberville Road, Austin, TX, 78702"
6666,Austin Community College District,Highland Campus,6403 Airport Blvd.,Austin,TX,78752,4,"Public, 2-year",18726.0,22817.0,41543.0,0,0,1,0,"Austin Community College District, 6403 Airport Blvd., Austin, TX, 78752"
6667,Austin Community College District,Crockett Center,5601 Manchaca Rd,Austin,TX,78745,4,"Public, 2-year",18726.0,22817.0,41543.0,1,0,0,0,"Austin Community College District, 5601 Manchaca Rd, Austin, TX, 78745"
6668,Austin Community College District,Reagan Center,7104 Berkman Dr,Austin,TX,78752,4,"Public, 2-year",18726.0,22817.0,41543.0,0,0,0,1,"Austin Community College District, 7104 Berkman Dr, Austin, TX, 78752"
6744,El Centro College,El Centro College,801 Main,DALLAS,TX,752023604,4,"Public, 2-year",3597.0,7153.0,10750.0,0,0,0,2,"El Centro College, 801 Main, DALLAS, TX, 752023604"
6762,Grayson College,Main Campus,6101 GRAYSON DRIVE,DENISON,TX,750208299,4,"Public, 2-year",1841.0,2759.0,4600.0,0,1,0,0,"Grayson College, 6101 GRAYSON DRIVE, DENISON, TX, 750208299"
6763,Grayson College,Grayson County College South Campus,1455 W. Van Alstyne Parkway,Van Alstyne,TX,75495,4,"Public, 2-year",1841.0,2759.0,4600.0,0,0,0,1,"Grayson College, 1455 W. Van Alstyne Parkway, Van Alstyne, TX, 75495"
6804,University of Houston-Victoria,University of Houston-Victoria,3007 N. Ben Wilson,Victoria,TX,779015731,1,"Public, 4-year or above",1512.0,2872.0,4384.0,0,0,0,4,"University of Houston-Victoria, 3007 N. Ben Wilson, Victoria, TX, 779015731"
6899,The University of Texas Rio Grande Valley,University of Texas Rio Grande Valley,1201 W. University Dr.,Edinburg,TX,785392999,1,"Public, 4-year or above",11943.0,15617.0,27560.0,3,1,0,0,"The University of Texas Rio Grande Valley, 1201 W. University Dr., Edinburg, TX, 785392999"
6900,The University of Texas Rio Grande Valley,Brownsville Campus,One West University Blvd.,Brownsville,TX,78520,1,"Public, 4-year or above",11943.0,15617.0,27560.0,1,1,0,0,"The University of Texas Rio Grande Valley, One West University Blvd., Brownsville, TX, 78520"
6973,Tarrant County College District,South Campus,5301 Campus Drive,Fort Worth,TX,761195998,4,"Public, 2-year",21766.0,29584.0,51350.0,0,1,0,2,"Tarrant County College District, 5301 Campus Drive, Fort Worth, TX, 761195998"
6976,Tarrant County College District,Southeast Campus,2100 Southeast Parkway,Arlington,TX,760182907,4,"Public, 2-year",21766.0,29584.0,51350.0,0,1,0,0,"Tarrant County College District, 2100 Southeast Parkway, Arlington, TX, 760182907"
6978,Tarrant County College District,Trinity River Campus,300 Trinity Campus Circle,Fort Worth,TX,761021901,4,"Public, 2-year",21766.0,29584.0,51350.0,1,0,0,0,"Tarrant County College District, 300 Trinity Campus Circle, Fort Worth, TX, 761021901"
6982,The University of Texas Health Science Center at San Antonio,Long Campus,7703 FLOYD CURL DR,SAN ANTONIO,TX,782293900,1,"Public, 4-year or above",1297.0,1953.0,3250.0,1,0,0,0,"The University of Texas Health Science Center at San Antonio, 7703 FLOYD CURL DR, SAN ANTONIO, TX, 782293900"
6983,The University of Texas Health Science Center at San Antonio,Greehey Campus,8403 Floyd Curl Dr,San Antonio,TX,78229,1,"Public, 4-year or above",1297.0,1953.0,3250.0,0,1,0,0,"The University of Texas Health Science Center at San Antonio, 8403 Floyd Curl Dr, San Antonio, TX, 78229"
6992,Texas A & M University-College Station,Texas A&M University,Main Campus,COLLEGE STATION,TX,77843,1,"Public, 4-year or above",34333.0,31299.0,65632.0,30,10,3,11,"Texas A & M University-College Station, Main Campus, COLLEGE STATION, TX, 77843"
6994,Texas A & M University-College Station,Mitchell Campus,200 SEAWOLF PARKWAY,GALVESTON,TX,775531675,1,"Public, 4-year or above",34333.0,31299.0,65632.0,2,0,0,0,"Texas A & M University-College Station, 200 SEAWOLF PARKWAY, GALVESTON, TX, 775531675"
6997,Texas A & M University-College Station,College of Dentistry - Dallas,3302 Gaston Avenue,Dallas,TX,75246,1,"Public, 4-year or above",34333.0,31299.0,65632.0,1,0,1,7,"Texas A & M University-College Station, 3302 Gaston Avenue, Dallas, TX, 75246"
7000,Texas A & M University-College Station,Irma Lerma Rangel College of Pharmacy - Kingsville,700 University Boulevard,Kingsville,TX,78363,1,"Public, 4-year or above",34333.0,31299.0,65632.0,4,1,1,2,"Texas A & M University-College Station, 700 University Boulevard, Kingsville, TX, 78363"
7002,Texas A & M University-College Station,Texas A & M Health Science Center-Houston,2121 West Holcombe Blvd,Houston,TX,770303303,1,"Public, 4-year or above",34333.0,31299.0,65632.0,2,0,0,3,"Texas A & M University-College Station, 2121 West Holcombe Blvd, Houston, TX, 770303303"
7009,The University of Texas at Austin,The University of Texas at Austin,Main Building Suite 400,Austin,TX,78712,1,"Public, 4-year or above",24904.0,26427.0,51331.0,16,2,4,8,"The University of Texas at Austin, Main Building Suite 400, Austin, TX, 78712"
7015,The University of Texas at Austin,Semester in Los Angeles,100 E. Tujunga Ave. Suite 200,Burbank,CA,91502,1,"Public, 4-year or above",24904.0,26427.0,51331.0,0,0,0,1,"The University of Texas at Austin, 100 E. Tujunga Ave. Suite 200, Burbank, CA, 91502"
7027,Texas College,Main Campus,2404 N. GRAND AVENUE,Tyler,TX,757021962,2,"Private nonprofit, 4-year or above",559.0,401.0,960.0,0,0,0,1,"Texas College, 2404 N. GRAND AVENUE, Tyler, TX, 757021962"
7120,Snow College,Main Campus,150 E COLLEGE AVE,EPHRAIM,UT,84627,1,"Public, 4-year or above",2484.0,2866.0,5350.0,3,0,0,0,"Snow College, 150 E COLLEGE AVE, EPHRAIM, UT, 84627"
7121,Snow College,SNOW COLLEGE-RICHFIELD CAMPUS,800 W 200 S,RICHFIELD,UT,84701,1,"Public, 4-year or above",2484.0,2866.0,5350.0,0,1,0,0,"Snow College, 800 W 200 S, RICHFIELD, UT, 84701"
7128,Utah State University,Main Campus,OLD MAIN HILL,LOGAN,UT,843221400,1,"Public, 4-year or above",13086.0,15032.0,28118.0,12,1,0,0,"Utah State University, OLD MAIN HILL, LOGAN, UT, 843221400"
7129,Utah State University,Utah State University-College of Eastern Utah,451 East 400 North,Price,UT,845012626,1,"Public, 4-year or above",13086.0,15032.0,28118.0,2,0,0,0,"Utah State University, 451 East 400 North, Price, UT, 845012626"
7130,Utah State University,San Juan Campus,639 S 1st S.,Blanding,UT,84511,1,"Public, 4-year or above",13086.0,15032.0,28118.0,0,0,0,1,"Utah State University, 639 S 1st S., Blanding, UT, 84511"
7165,Bennington College,Main Campus,One College Drive,Bennington,VT,052016001,2,"Private nonprofit, 4-year or above",288.0,517.0,805.0,4,3,0,0,"Bennington College, One College Drive, Bennington, VT, 052016001"
7178,Middlebury College,Main Campus,OLD CHAPEL ROAD,MIDDLEBURY,VT,05753,2,"Private nonprofit, 4-year or above",1217.0,1332.0,2549.0,8,5,0,1,"Middlebury College, OLD CHAPEL ROAD, MIDDLEBURY, VT, 05753"
7180,Middlebury College,Middlebury at Mills College,5000 MacArthur Blvd,Oakland,CA,94613,2,"Private nonprofit, 4-year or above",1217.0,1332.0,2549.0,0,1,0,0,"Middlebury College, 5000 MacArthur Blvd, Oakland, CA, 94613"
7188,College of St Joseph,Main Campus,71 CLEMENT ROAD,RUTLAND,VT,057013899,2,"Private nonprofit, 4-year or above",132.0,186.0,318.0,0,0,0,1,"College of St Joseph, 71 CLEMENT ROAD, RUTLAND, VT, 057013899"
7189,Southern Vermont College,Main Campus,982 MANSION DR,BENNINGTON,VT,052016002,2,"Private nonprofit, 4-year or above",153.0,221.0,374.0,1,0,0,0,"Southern Vermont College, 982 MANSION DR, BENNINGTON, VT, 052016002"
7192,Vermont Technical College,Main Campus,1 Main Street,Randolph Center,VT,050610500,1,"Public, 4-year or above",852.0,793.0,1645.0,3,0,0,0,"Vermont Technical College, 1 Main Street, Randolph Center, VT, 050610500"
7198,Averett University,Main Campus,420 W MAIN ST,DANVILLE,VA,24541,2,"Private nonprofit, 4-year or above",436.0,423.0,859.0,2,1,0,0,"Averett University, 420 W MAIN ST, DANVILLE, VA, 24541"
7202,College of William and Mary,Main Campus,PO Box 8795,WILLIAMSBURG,VA,231878795,1,"Public, 4-year or above",3846.0,4771.0,8617.0,10,3,2,2,"College of William and Mary, PO Box 8795, WILLIAMSBURG, VA, 231878795"
7243,Hollins University,Hollins University,7916 WILLIAMSON RD NW,ROANOKE,VA,24020,2,"Private nonprofit, 4-year or above",31.0,806.0,837.0,0,1,0,0,"Hollins University, 7916 WILLIAMSON RD NW, ROANOKE, VA, 24020"
7262,Lynchburg College,Main Campus,1501 LAKESIDE DR,LYNCHBURG,VA,245013199,2,"Private nonprofit, 4-year or above",1005.0,1715.0,2720.0,8,1,0,8,"Lynchburg College, 1501 LAKESIDE DR, LYNCHBURG, VA, 245013199"
7269,Marymount University,Marymount University Main Campus,2807 N GLEBE RD,ARLINGTON,VA,222074299,2,"Private nonprofit, 4-year or above",1079.0,2290.0,3369.0,4,0,0,0,"Marymount University, 2807 N GLEBE RD, ARLINGTON, VA, 222074299"
7270,Marymount University,Marymount University 4040 N. Fairfax,4040 Fairfax,Arlington,VA,22203,2,"Private nonprofit, 4-year or above",1079.0,2290.0,3369.0,1,0,0,3,"Marymount University, 4040 Fairfax, Arlington, VA, 22203"
7287,Northern Virginia Community College,Annandale Campus,4001 WAKEFIELD CHAPEL RD,ANNANDALE,VA,220033796,4,"Public, 2-year",24897.0,25938.0,50835.0,1,3,1,0,"Northern Virginia Community College, 4001 WAKEFIELD CHAPEL RD, ANNANDALE, VA, 220033796"
7288,Northern Virginia Community College,Alexandria Campus,5000 Dawes Street,Alexandria,VA,22311,4,"Public, 2-year",24897.0,25938.0,50835.0,0,2,0,0,"Northern Virginia Community College, 5000 Dawes Street, Alexandria, VA, 22311"
7289,Northern Virginia Community College,Loudoun Campus,46683 Campus Dr.,Sterling,VA,20164,4,"Public, 2-year",24897.0,25938.0,50835.0,0,2,0,0,"Northern Virginia Community College, 46683 Campus Dr., Sterling, VA, 20164"
7290,Northern Virginia Community College,Manassas Campus,6901 Sudley Road,Manassas,VA,20109,4,"Public, 2-year",24897.0,25938.0,50835.0,3,7,0,0,"Northern Virginia Community College, 6901 Sudley Road, Manassas, VA, 20109"
7325,Paul D Camp Community College,Hobbs Suffolk Campus,271 Kenyon Road,Suffolk,VA,23434,4,"Public, 2-year",505.0,975.0,1480.0,0,0,0,1,"Paul D Camp Community College, 271 Kenyon Road, Suffolk, VA, 23434"
7330,Radford University,Main Campus,801 East Main St.,RADFORD,VA,24142,1,"Public, 4-year or above",3873.0,5528.0,9401.0,6,2,1,1,"Radford University, 801 East Main St., RADFORD, VA, 24142"
7331,Radford University,Roanoke Higher Education Center,108 N. Jefferson Street,Roanoke,VA,240161901,1,"Public, 4-year or above",3873.0,5528.0,9401.0,0,0,0,1,"Radford University, 108 N. Jefferson Street, Roanoke, VA, 240161901"
7335,Randolph-Macon College,Main Campus,204 HENRY ST,ASHLAND,VA,230055505,2,"Private nonprofit, 4-year or above",676.0,770.0,1446.0,6,0,0,0,"Randolph-Macon College, 204 HENRY ST, ASHLAND, VA, 230055505"
7347,Shenandoah University,Shenandoah University Main Campus,1460 UNIVERSITY DR,WINCHESTER,VA,226015195,2,"Private nonprofit, 4-year or above",1350.0,2568.0,3918.0,1,2,0,0,"Shenandoah University, 1460 UNIVERSITY DR, WINCHESTER, VA, 226015195"
7359,Southwest Virginia Community College,Main Campus,P.O. Box SVCC,RICHLANDS,VA,246411101,4,"Public, 2-year",974.0,1507.0,2481.0,1,0,0,0,"Southwest Virginia Community College, P.O. Box SVCC, RICHLANDS, VA, 246411101"
7372,Sweet Briar College,Main Campus,RTE 29,SWEET BRIAR,VA,245959998,2,"Private nonprofit, 4-year or above",8.0,368.0,376.0,2,0,0,0,"Sweet Briar College, RTE 29, SWEET BRIAR, VA, 245959998"
7384,The University of Virginia's College at Wise,University of Virginia's College at Wise,1 COLLEGE AVE,WISE,VA,24293,1,"Public, 4-year or above",900.0,1312.0,2212.0,1,0,0,3,"The University of Virginia's College at Wise, 1 COLLEGE AVE, WISE, VA, 24293"
7386,Virginia Polytechnic Institute and State University,Virginia Polytechnic Institute and State Univ,330 Sterrett Drive,BLACKSBURG,VA,240610131,1,"Public, 4-year or above",18958.0,14212.0,33170.0,11,7,1,3,"Virginia Polytechnic Institute and State University, 330 Sterrett Drive, BLACKSBURG, VA, 240610131"
7389,Virginia Polytechnic Institute and State University,Roanoke Higher Education Center,108 N. Jefferson Street,Roanoke,VA,24016,1,"Public, 4-year or above",18958.0,14212.0,33170.0,0,0,0,1,"Virginia Polytechnic Institute and State University, 108 N. Jefferson Street, Roanoke, VA, 24016"
7400,Virginia Commonwealth University,Monroe Park Campus,910 W Franklin St,Richmond,VA,232842024,1,"Public, 4-year or above",12616.0,18256.0,30872.0,15,3,1,3,"Virginia Commonwealth University, 910 W Franklin St, Richmond, VA, 232842024"
7401,Virginia Commonwealth University,MCV Campus,910 W. Franklin St.,Richmond,VA,232842024,1,"Public, 4-year or above",12616.0,18256.0,30872.0,7,9,0,1,"Virginia Commonwealth University, 910 W. Franklin St., Richmond, VA, 232842024"
7403,Virginia Commonwealth University,VCU Inova,3300 Gallows Road,Falls Church,VA,22042,1,"Public, 4-year or above",12616.0,18256.0,30872.0,4,1,0,5,"Virginia Commonwealth University, 3300 Gallows Road, Falls Church, VA, 22042"
7415,Virginia Union University,Main Campus,1500 N LOMBARDY ST,RICHMOND,VA,232201711,2,"Private nonprofit, 4-year or above",817.0,998.0,1815.0,2,0,0,4,"Virginia Union University, 1500 N LOMBARDY ST, RICHMOND, VA, 232201711"
7417,Washington and Lee University,Main Campus,204 West Washington Street,LEXINGTON,VA,24450,2,"Private nonprofit, 4-year or above",1127.0,1033.0,2160.0,4,2,0,0,"Washington and Lee University, 204 West Washington Street, LEXINGTON, VA, 24450"
7423,Bellevue College,Main Campus,3000 LANDERHOLM CIRCLE SE,BELLEVUE,WA,980076484,1,"Public, 4-year or above",6113.0,7393.0,13506.0,0,0,0,3,"Bellevue College, 3000 LANDERHOLM CIRCLE SE, BELLEVUE, WA, 980076484"
7424,Bellevue College,North Campus,14673 NE 29th Place,Bellevue,WA,98007,1,"Public, 4-year or above",6113.0,7393.0,13506.0,0,1,0,1,"Bellevue College, 14673 NE 29th Place, Bellevue, WA, 98007"
7427,Central Washington University,Central Washington University,400 East University Way,Ellensburg,WA,989267501,1,"Public, 4-year or above",5746.0,6225.0,11971.0,12,7,1,1,"Central Washington University, 400 East University Way, Ellensburg, WA, 989267501"
7428,Central Washington University,CWU-Yakima,South 16th and Nob Hill Blvd,Yakima,WA,98907,1,"Public, 4-year or above",5746.0,6225.0,11971.0,0,1,0,0,"Central Washington University, South 16th and Nob Hill Blvd, Yakima, WA, 98907"
7473,Grays Harbor College,Main Campus,1620 EDWARD P SMITH DR,ABERDEEN,WA,985207599,4,"Public, 2-year",974.0,999.0,1973.0,0,0,0,2,"Grays Harbor College, 1620 EDWARD P SMITH DR, ABERDEEN, WA, 985207599"
7503,Perry Technical Institute,Perry Technical Institute,2011 W WASHINGTON AVE,YAKIMA,WA,989031296,5,"Private nonprofit, 2-year",705.0,132.0,837.0,0,0,0,1,"Perry Technical Institute, 2011 W WASHINGTON AVE, YAKIMA, WA, 989031296"
7514,Seattle Central College,Seattle Central College,1701 BROADWAY,SEATTLE,WA,981222400,1,"Public, 4-year or above",2937.0,3768.0,6705.0,0,1,1,1,"Seattle Central College, 1701 BROADWAY, SEATTLE, WA, 981222400"
7554,Whitman College,Whitman College,345 BOYER AVE,WALLA WALLA,WA,99362,2,"Private nonprofit, 4-year or above",636.0,857.0,1493.0,7,3,1,0,"Whitman College, 345 BOYER AVE, WALLA WALLA, WA, 99362"
7572,Davis & Elkins College,Main Campus,100 CAMPUS DR,ELKINS,WV,262413996,2,"Private nonprofit, 4-year or above",331.0,474.0,805.0,3,1,0,0,"Davis & Elkins College, 100 CAMPUS DR, ELKINS, WV, 262413996"
7616,Madison Area Technical College,Truax Campus,1701 Wright Street,MADISON,WI,53704,1,"Public, 4-year or above",6800.0,8870.0,15670.0,0,2,1,0,"Madison Area Technical College, 1701 Wright Street, MADISON, WI, 53704"
7621,Madison Area Technical College,Downtown Educational Center,211 North Carroll Street,MADISON,WI,53703,1,"Public, 4-year or above",6800.0,8870.0,15670.0,0,0,1,0,"Madison Area Technical College, 211 North Carroll Street, MADISON, WI, 53703"
7626,Beloit College,Beloit College,700 COLLEGE ST,BELOIT,WI,535115595,2,"Private nonprofit, 4-year or above",639.0,755.0,1394.0,10,5,0,3,"Beloit College, 700 COLLEGE ST, BELOIT, WI, 535115595"
7632,Cardinal Stritch University,Main Campus,6801 N YATES RD,MILWAUKEE,WI,532173985,2,"Private nonprofit, 4-year or above",834.0,1630.0,2464.0,1,0,0,0,"Cardinal Stritch University, 6801 N YATES RD, MILWAUKEE, WI, 532173985"
7633,Carroll University,Main Campus,100 N EAST AVE,WAUKESHA,WI,53186,2,"Private nonprofit, 4-year or above",1204.0,2287.0,3491.0,2,1,0,0,"Carroll University, 100 N EAST AVE, WAUKESHA, WI, 53186"
7634,Carthage College,Main Campus,2001 ALFORD PARK DR,KENOSHA,WI,531401994,2,"Private nonprofit, 4-year or above",1320.0,1610.0,2930.0,3,0,1,0,"Carthage College, 2001 ALFORD PARK DR, KENOSHA, WI, 531401994"
7669,Lawrence University,Main Campus,711 E. Boldt Way,APPLETON,WI,54911,2,"Private nonprofit, 4-year or above",704.0,824.0,1528.0,9,26,0,0,"Lawrence University, 711 E. Boldt Way, APPLETON, WI, 54911"
7672,Marquette University,Main Campus,1250 W. Wisconsin Ave,Milwaukee,WI,532011881,2,"Private nonprofit, 4-year or above",5242.0,6052.0,11294.0,4,0,5,1,"Marquette University, 1250 W. Wisconsin Ave, Milwaukee, WI, 532011881"
7673,Medical College of Wisconsin,Main Campus,8701 WATERTOWN PLANK RD,MILWAUKEE,WI,532260509,2,"Private nonprofit, 4-year or above",702.0,595.0,1297.0,2,0,0,1,"Medical College of Wisconsin, 8701 WATERTOWN PLANK RD, MILWAUKEE, WI, 532260509"
7674,Medical College of Wisconsin,MCW - Green Bay,110 Grant Street,De Pere,WI,54115,2,"Private nonprofit, 4-year or above",702.0,595.0,1297.0,1,2,0,0,"Medical College of Wisconsin, 110 Grant Street, De Pere, WI, 54115"
7757,Wisconsin Lutheran College,Main Campus,8800 W BLUEMOUND RD,MILWAUKEE,WI,532264699,2,"Private nonprofit, 4-year or above",481.0,633.0,1114.0,0,1,0,0,"Wisconsin Lutheran College, 8800 W BLUEMOUND RD, MILWAUKEE, WI, 532264699"
7772,Central Wyoming College,Central Wyoming College Main Campus,2660 Peck Avenue,Riverton,WY,82501,4,"Public, 2-year",924.0,1058.0,1982.0,1,1,0,0,"Central Wyoming College, 2660 Peck Avenue, Riverton, WY, 82501"
7780,Sheridan College,Sheridan College,3059 S COFFEEN AVE,SHERIDAN,WY,82801,4,"Public, 2-year",2121.0,1867.0,3988.0,3,0,0,0,"Sheridan College, 3059 S COFFEEN AVE, SHERIDAN, WY, 82801"
7781,Sheridan College,Gillette College,300 W Sinclair St,Gillette,WY,82718,4,"Public, 2-year",2121.0,1867.0,3988.0,3,0,0,0,"Sheridan College, 300 W Sinclair St, Gillette, WY, 82718"
7782,Western Wyoming Community College,Main Campus,2500 COLLEGE DR,ROCK SPRINGS,WY,829020428,4,"Public, 2-year",1623.0,1839.0,3462.0,1,2,0,0,"Western Wyoming Community College, 2500 COLLEGE DR, ROCK SPRINGS, WY, 829020428"
7801,Universidad Adventista de las Antillas,UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS,CARR 106 KM 2.2 INT,MAYAGUEZ,PR,006800118,2,"Private nonprofit, 4-year or above",490.0,861.0,1351.0,0,0,6,0,"Universidad Adventista de las Antillas, CARR 106 KM 2.2 INT, MAYAGUEZ, PR, 006800118"
7803,Universidad Central de Bayamon,Universidad Central de Bayamon,AVENIDA ZAYA VERDE  REPARTO LA MILAGROSA,BAYAMON,PR,009591725,2,"Private nonprofit, 4-year or above",583.0,1082.0,1665.0,0,0,3,0,"Universidad Central de Bayamon, AVENIDA ZAYA VERDE  REPARTO LA MILAGROSA, BAYAMON, PR, 009591725"
7813,Colegio Universitario de San Juan,Colegio Universitario de San Juan,180 Jose Oliver St Tres Monjitas Ind. Park,San Juan,PR,00918,1,"Public, 4-year or above",644.0,884.0,1528.0,0,0,2,0,"Colegio Universitario de San Juan, 180 Jose Oliver St Tres Monjitas Ind. Park, San Juan, PR, 00918"
7838,Instituto de Banca y Comercio Inc,Main Campus,"Ave. Ponce de Leon 61, 70 & 72",Hato Rey,PR,009171102,6,"Private for-profit, 2-year",5165.0,6115.0,11280.0,0,0,0,1,"Instituto de Banca y Comercio Inc, Ave. Ponce de Leon 61, 70 & 72, Hato Rey, PR, 009171102"
7839,Instituto de Banca y Comercio Inc,Ponce,"Calle Ferrocarril 709, Esquina Concordia",Ponce,PR,007175033,6,"Private for-profit, 2-year",5165.0,6115.0,11280.0,0,0,6,4,"Instituto de Banca y Comercio Inc, Calle Ferrocarril 709, Esquina Concordia, Ponce, PR, 007175033"
7840,Instituto de Banca y Comercio Inc,Mayaguez,"#75 Avenida Tenerife, Carretera #2, Bo. Sultana",Mayaguez,PR,006801429,6,"Private for-profit, 2-year",5165.0,6115.0,11280.0,0,0,2,0,"Instituto de Banca y Comercio Inc, #75 Avenida Tenerife, Carretera #2, Bo. Sultana, Mayaguez, PR, 006801429"
