,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long
5562,Ohio Northern University,Main Campus,525  SOUTH MAIN ST,ADA,OH,458101599,2,"Private nonprofit, 4-year or above",1569.0,1539.0,3108.0,1,3,0,0,"525  SOUTH MAIN ST, ADA, OH, 458101599","[40.7654844, -83.8241407]",40.7654844,-83.8241407
5564,Ohio State University-Lima Campus,Ohio State University-Lima Campus,4240 CAMPUS DRIVE,LIMA,OH,45804,1,"Public, 4-year or above",468.0,571.0,1039.0,0,1,0,0,"4240 CAMPUS DRIVE, LIMA, OH, 45804","[40.7384166, -84.03082739999999]",40.7384166,-84.0308274
5572,Ohio State University-Main Campus,Main Campus,190 N. OVAL MALL,COLUMBUS,OH,43210,1,"Public, 4-year or above",29977.0,29505.0,59482.0,61,22,7,16,"190 N. OVAL MALL, COLUMBUS, OH, 43210","[40.0005841, -83.01340859999999]",40.0005841,-83.0134086
5577,Ohio University-Main Campus,Ohio University - Main Campus,Cutler Hall 108,ATHENS,OH,457012979,1,"Public, 4-year or above",12437.0,17072.0,29509.0,32,10,0,1,"Cutler Hall 108, ATHENS, OH, 457012979","[39.3260982, -82.100202]",39.3260982,-82.100202
5583,Ohio Wesleyan University,Main Campus,61 S SANDUSKY STREET,DELAWARE,OH,430152370,2,"Private nonprofit, 4-year or above",784.0,854.0,1638.0,10,1,0,0,"61 S SANDUSKY STREET, DELAWARE, OH, 430152370","[40.2934076, -83.06558410000001]",40.2934076,-83.0655841
5585,Otterbein University,Main Campus,1 S. Grove Street,WESTERVILLE,OH,43081,2,"Private nonprofit, 4-year or above",1089.0,1839.0,2928.0,1,4,0,0,"1 S. Grove Street, WESTERVILLE, OH, 43081","[40.1253397, -82.9363279]",40.1253397,-82.9363279
5595,Rabbinical College Telshe,Main Campus,28400 EUCLID AVE,WICKLIFFE,OH,44092,2,"Private nonprofit, 4-year or above",73.0,0.0,73.0,0,0,0,1,"28400 EUCLID AVE, WICKLIFFE, OH, 44092","[41.5935289, -81.483226]",41.5935289,-81.483226
5599,University of Rio Grande,Main Campus,218 N COLLEGE AVE,RIO GRANDE,OH,45674,2,"Private nonprofit, 4-year or above",710.0,1193.0,1903.0,1,0,0,0,"218 N COLLEGE AVE, RIO GRANDE, OH, 45674","[38.88277799999999, -82.379055]",38.882778,-82.379055
5601,Shawnee State University,Main Campus,940  2nd ST,PORTSMOUTH,OH,456624303,1,"Public, 4-year or above",1695.0,2077.0,3772.0,3,1,0,0,"940  2nd ST, PORTSMOUTH, OH, 456624303","[38.7312312, -82.9946411]",38.7312312,-82.9946411
5611,Stark State College,Automotive Technology Center,5600 Whipple Ave NW,North Canton,OH,44720,4,"Public, 2-year",5338.0,7026.0,12364.0,0,0,0,1,"5600 Whipple Ave NW, North Canton, OH, 44720","[40.8633212, -81.4217154]",40.8633212,-81.4217154
5617,Franciscan University of Steubenville,Main Campus,1235 UNIVERSITY BLVD,STEUBENVILLE,OH,439521763,2,"Private nonprofit, 4-year or above",1124.0,1635.0,2759.0,0,1,0,0,"1235 UNIVERSITY BLVD, STEUBENVILLE, OH, 439521763","[40.3762882, -80.6224941]",40.3762882,-80.6224941
5625,Tiffin University,Tiffin Campus,155 MIAMI ST,TIFFIN,OH,44883,2,"Private nonprofit, 4-year or above",1641.0,1709.0,3350.0,5,0,0,0,"155 MIAMI ST, TIFFIN, OH, 44883","[41.1190705, -83.2146056]",41.1190705,-83.2146056
5630,University of Toledo,University of Toledo,2801 West Bancroft Street,Toledo,OH,436063390,1,"Public, 4-year or above",10214.0,10401.0,20615.0,4,3,2,0,"2801 West Bancroft Street, Toledo, OH, 436063390","[41.6624584, -83.6126008]",41.6624584,-83.6126008
5631,University of Toledo,Health Science Campus,3000 Arlington Avenue,Toledo,OH,43614,1,"Public, 4-year or above",10214.0,10401.0,20615.0,0,1,0,0,"3000 Arlington Avenue, Toledo, OH, 43614","[41.6166904, -83.61584409999999]",41.6166904,-83.6158441
5649,Upper Valley Career Center,Main Campus,8811 CAREER DR,PIQUA,OH,45356,7,"Public, less-than 2-year",114.0,118.0,232.0,0,1,0,0,"8811 CAREER DR, PIQUA, OH, 45356","[40.161172, -84.213329]",40.161172,-84.213329
5654,Walsh University,Main Campus,2020 East Maple Street,North Canton,OH,44720,2,"Private nonprofit, 4-year or above",1048.0,1728.0,2776.0,1,2,0,0,"2020 East Maple Street, North Canton, OH, 44720","[40.87407, -81.36889099999999]",40.87407,-81.368891
5661,Wilberforce University,Main Campus,1055 N BICKETT RD,WILBERFORCE,OH,453841001,2,"Private nonprofit, 4-year or above",276.0,369.0,645.0,1,0,1,1,"1055 N BICKETT RD, WILBERFORCE, OH, 453841001","[39.7102223, -83.87953949999999]",39.7102223,-83.8795395
5662,Wilmington College,Main Campus,1870 Quaker Way,WILMINGTON,OH,45177,2,"Private nonprofit, 4-year or above",515.0,625.0,1140.0,4,1,0,0,"1870 Quaker Way, WILMINGTON, OH, 45177","[39.4442799, -83.8184217]",39.4442799,-83.8184217
5666,Wittenberg University,Main Campus,200 W. Ward Street,SPRINGFIELD,OH,455042199,2,"Private nonprofit, 4-year or above",883.0,1105.0,1988.0,4,6,2,0,"200 W. Ward Street, SPRINGFIELD, OH, 455042199","[39.9342409, -83.81118819999999]",39.9342409,-83.8111882
5667,The College of Wooster,Main Campus,1189 Beall Avenue,Wooster,OH,44691,2,"Private nonprofit, 4-year or above",906.0,1097.0,2003.0,5,2,0,0,"1189 Beall Avenue, Wooster, OH, 44691","[40.8104638, -81.93481179999999]",40.8104638,-81.9348118
5670,Xavier University,Main Campus,3800 VICTORY PKY,CINCINNATI,OH,452071092,2,"Private nonprofit, 4-year or above",2829.0,3680.0,6509.0,14,2,3,0,"3800 VICTORY PKY, CINCINNATI, OH, 452071092","[39.148913, -84.4795628]",39.148913,-84.4795628
5675,Southern Nazarene University,Main Campus,6729 NW 39TH EXPY,BETHANY,OK,73008,2,"Private nonprofit, 4-year or above",1011.0,1175.0,2186.0,0,0,0,8,"6729 NW 39TH EXPY, BETHANY, OK, 73008","[35.5118819, -97.6284522]",35.5118819,-97.6284522
5679,Cameron University,Cameron University,2800 W GORE BLVD,LAWTON,OK,73505,1,"Public, 4-year or above",1922.0,2924.0,4846.0,0,1,0,0,"2800 W GORE BLVD, LAWTON, OK, 73505","[34.6054384, -98.43614699999999]",34.6054384,-98.436147
5681,Carl Albert State College,Carl Albert State College,1507 S MCKENNA,POTEAU,OK,749535208,4,"Public, 2-year",812.0,1382.0,2194.0,0,0,0,1,"1507 S MCKENNA, POTEAU, OK, 749535208","[35.0405565, -94.63559180000001]",35.0405565,-94.6355918
5683,University of Central Oklahoma,Main Campus,100 N UNIVERSITY DR,EDMOND,OK,73034,1,"Public, 4-year or above",6589.0,9839.0,16428.0,0,0,1,1,"100 N UNIVERSITY DR, EDMOND, OK, 73034","[35.6574145, -97.4706781]",35.6574145,-97.4706781
5690,Redlands Community College,Main Campus,1300 S COUNTRY CLUB RD,EL RENO,OK,730365304,4,"Public, 2-year",1207.0,1739.0,2946.0,0,0,0,1,"1300 S COUNTRY CLUB RD, EL RENO, OK, 730365304","[35.5190507, -97.9744545]",35.5190507,-97.9744545
5696,Spartan College of Aeronautics and Technology,Tulsa Main Campus,8820 E PINE ST,TULSA,OK,74115,3,"Private for-profit, 4-year or above",965.0,108.0,1073.0,1,0,0,1,"8820 E PINE ST, TULSA, OK, 74115","[36.1765674, -95.8789573]",36.1765674,-95.8789573
5697,Northeastern State University,Tahlequah,600 N GRAND,TAHLEQUAH,OK,744642399,1,"Public, 4-year or above",3091.0,5018.0,8109.0,1,2,0,0,"600 N GRAND, TAHLEQUAH, OK, 744642399","[35.920645, -94.9661094]",35.920645,-94.9661094
5704,Northeastern Oklahoma A&M College,Main Campus,200 I ST NE,Miami,OK,74354,4,"Public, 2-year",917.0,1160.0,2077.0,1,3,0,0,"200 I ST NE, Miami, OK, 74354","[36.8795784, -94.8674195]",36.8795784,-94.8674195
5710,Oklahoma Christian University,Oklahoma Christian University,2501 E MEMORIAL ROAD,Edmond,OK,730135599,2,"Private nonprofit, 4-year or above",1406.0,1151.0,2557.0,1,1,0,0,"2501 E MEMORIAL ROAD, Edmond, OK, 730135599","[35.6122498, -97.4723267]",35.6122498,-97.4723267
5711,University of Oklahoma-Health Sciences Center,Main Campus,1100 N Lindsay,Oklahoma City,OK,731045810,1,"Public, 4-year or above",1088.0,2234.0,3322.0,0,2,3,0,"1100 N Lindsay, Oklahoma City, OK, 731045810","[35.4797541, -97.49981179999999]",35.4797541,-97.4998118
5712,University of Oklahoma-Health Sciences Center,The University of Oklahoma-Tulsa Schusterman Ctr,4502 E. 41st Street,Tulsa,OK,741352512,1,"Public, 4-year or above",1088.0,2234.0,3322.0,0,2,0,2,"4502 E. 41st Street, Tulsa, OK, 741352512","[36.1018008, -95.9246359]",36.1018008,-95.9246359
5715,Oklahoma Panhandle State University,Main Campus,323 EAGLE AVE,Goodwell,OK,739390430,1,"Public, 4-year or above",587.0,620.0,1207.0,0,0,0,1,"323 EAGLE AVE, Goodwell, OK, 739390430","[36.595016, -101.6286679]",36.595016,-101.6286679
5716,Oklahoma State University-Main Campus,Oklahoma State University - Stillwater,"Whitehurst Hall, Rm. 107",Stillwater,OK,740781015,1,"Public, 4-year or above",13120.0,12502.0,25622.0,6,2,1,2,"Whitehurst Hall, Rm. 107, Stillwater, OK, 740781015","[36.1220274, -97.0707946]",36.1220274,-97.0707946
5719,Oklahoma Baptist University,Oklahoma Baptist University,500 W UNIVERSITY,SHAWNEE,OK,74804,2,"Private nonprofit, 4-year or above",831.0,1242.0,2073.0,0,0,1,0,"500 W UNIVERSITY, SHAWNEE, OK, 74804","[35.3604545, -96.93248679999999]",35.3604545,-96.9324868
5720,Oklahoma City Community College,Main Campus,7777 S MAY AVE,OKLAHOMA CITY,OK,731599987,4,"Public, 2-year",5210.0,7347.0,12557.0,0,1,1,0,"7777 S MAY AVE, OKLAHOMA CITY, OK, 731599987","[35.38665290000001, -97.56860979999999]",35.3866529,-97.5686098
5724,Oklahoma City University,Oklahoma City University,2501 N BLACKWELDER,OKLAHOMA CITY,OK,731061402,2,"Private nonprofit, 4-year or above",1152.0,1816.0,2968.0,2,0,1,0,"2501 N BLACKWELDER, OKLAHOMA CITY, OK, 731061402","[35.493804, -97.54022119999999]",35.493804,-97.5402212
5725,University of Oklahoma-Norman Campus,Norman Campus,660 PARRINGTON OVAL,NORMAN,OK,730193072,1,"Public, 4-year or above",14179.0,13739.0,27918.0,9,3,0,3,"660 PARRINGTON OVAL, NORMAN, OK, 730193072","[35.2085041, -97.4456811]",35.2085041,-97.4456811
5727,Oklahoma State University Institute of Technology,Main Campus,1801 E 4TH ST,OKMULGEE,OK,744473901,1,"Public, 4-year or above",1548.0,848.0,2396.0,0,0,1,0,"1801 E 4TH ST, OKMULGEE, OK, 744473901","[35.6269876, -95.9403751]",35.6269876,-95.9403751
5730,Rogers State University,Rogers State University,1701 West Will Rogers Blvd.,Claremore,OK,740173252,1,"Public, 4-year or above",1530.0,2373.0,3903.0,0,1,0,0,"1701 West Will Rogers Blvd., Claremore, OK, 740173252","[36.3185504, -95.64061129999999]",36.3185504,-95.6406113
5733,Rose State College,Rose State College,6420 S E 15TH,MIDWEST CITY,OK,731102799,4,"Public, 2-year",2672.0,4268.0,6940.0,1,0,0,0,"6420 S E 15TH, MIDWEST CITY, OK, 731102799","[35.4497498, -97.4132203]",35.4497498,-97.4132203
5737,University of Science and Arts of Oklahoma,Main Campus,1727 W. Alabama,Chickasha,OK,730185322,1,"Public, 4-year or above",280.0,533.0,813.0,2,0,0,1,"1727 W. Alabama, Chickasha, OK, 730185322","[35.03141859999999, -97.9537527]",35.0314186,-97.9537527
5740,Southeastern Oklahoma State University,Main Campus,425 W. University,Durant,OK,747010609,1,"Public, 4-year or above",1741.0,1984.0,3725.0,3,2,0,3,"425 W. University, Durant, OK, 747010609","[34.0050006, -96.37665129999999]",34.0050006,-96.3766513
5745,Southwestern Oklahoma State University,Southwestern Oklahoma State University,100 CAMPUS DR,WEATHERFORD,OK,730963098,1,"Public, 4-year or above",2189.0,3131.0,5320.0,0,0,0,1,"100 CAMPUS DR, WEATHERFORD, OK, 730963098","[35.5354876, -98.7078018]",35.5354876,-98.7078018
5747,Tulsa Community College,Northeast Campus,3727 East Apache,Tulsa,OK,741153151,4,"Public, 2-year",6805.0,10330.0,17135.0,0,0,1,0,"3727 East Apache, Tulsa, OK, 741153151","[36.1941063, -95.9372518]",36.1941063,-95.9372518
5751,University of Tulsa,Main Campus,800 Tucker Drive,TULSA,OK,741049700,2,"Private nonprofit, 4-year or above",2602.0,1961.0,4563.0,13,0,1,0,"800 Tucker Drive, TULSA, OK, 741049700","[36.1490106, -95.9467696]",36.1490106,-95.9467696
5763,Central Oregon Community College,Main Campus - Bend,2600 NW COLLEGE WAY,BEND,OR,977035933,4,"Public, 2-year",2638.0,3073.0,5711.0,0,3,2,0,"2600 NW COLLEGE WAY, BEND, OR, 977035933","[44.07136029999999, -121.3485532]",44.0713603,-121.3485532
5776,Clackamas Community College,Main Campus,19600 MOLALLA AVE,OREGON CITY,OR,97045,4,"Public, 2-year",3635.0,3142.0,6777.0,0,0,0,1,"19600 MOLALLA AVE, OREGON CITY, OR, 97045","[45.3245004, -122.5753083]",45.3245004,-122.5753083
5782,Concordia University-Portland,Main Campus,2811 NE Holman Street,Portland,OR,972116099,2,"Private nonprofit, 4-year or above",1403.0,4052.0,5455.0,2,0,2,0,"2811 NE Holman Street, Portland, OR, 972116099","[45.5696717, -122.6370329]",45.5696717,-122.6370329
5797,George Fox University,Main Campus,414 N MERIDIAN ST,NEWBERG,OR,97132,2,"Private nonprofit, 4-year or above",1780.0,2359.0,4139.0,2,0,0,0,"414 N MERIDIAN ST, NEWBERG, OR, 97132","[45.3027851, -122.9704656]",45.3027851,-122.9704656
5801,Lane Community College,Main Campus,4000 E 30TH AVE,EUGENE,OR,97405,4,"Public, 2-year",4639.0,4403.0,9042.0,2,2,0,0,"4000 E 30TH AVE, EUGENE, OR, 97405","[44.0103791, -123.033208]",44.0103791,-123.033208
5805,Lane Community College,LCC at Downtown (Academic),101 West 10th Avenue,Eugene,OR,97401,4,"Public, 2-year",4639.0,4403.0,9042.0,0,1,0,0,"101 West 10th Avenue, Eugene, OR, 97401","[44.04913680000001, -123.0945519]",44.0491368,-123.0945519
5806,Lewis & Clark College,Main Campus,0615 SW PALATINE HILL RD,PORTLAND,OR,972197899,2,"Private nonprofit, 4-year or above",1246.0,2173.0,3419.0,10,5,1,0,"0615 SW PALATINE HILL RD, PORTLAND, OR, 972197899","[45.45017550000001, -122.6701491]",45.4501755,-122.6701491
5807,Linfield College-McMinnville Campus,Main Campus,900 SE BAKER,MCMINNVILLE,OR,971286894,2,"Private nonprofit, 4-year or above",620.0,1012.0,1632.0,0,0,0,1,"900 SE BAKER, MCMINNVILLE, OR, 971286894","[45.2030604, -123.2006564]",45.2030604,-123.2006564
5814,Phagans Medford Beauty School,Phagans Medford Beauty School,2320 POPLAR DR,MEDFORD,OR,97504,6,"Private for-profit, 2-year",4.0,39.0,43.0,0,0,1,0,"2320 POPLAR DR, MEDFORD, OR, 97504","[42.3511793, -122.8681792]",42.3511793,-122.8681792
5822,Northwest Christian University,Main Campus,828 East 11th Avenue,EUGENE,OR,974013745,2,"Private nonprofit, 4-year or above",287.0,479.0,766.0,0,1,0,0,"828 East 11th Avenue, EUGENE, OR, 974013745","[44.047156, -123.0789921]",44.047156,-123.0789921
5823,Oregon Health & Science University,Oregon Health & Science University,3181 SW SAM JACKSON PK RD,Portland,OR,97239,1,"Public, 4-year or above",1025.0,1874.0,2899.0,2,9,1,20,"3181 SW SAM JACKSON PK RD, Portland, OR, 97239","[45.49964019999999, -122.6875751]",45.4996402,-122.6875751
5824,Oregon Institute of Technology,Main Campus,3201 Campus Drive,Klamath Falls,OR,976018801,1,"Public, 4-year or above",2696.0,2527.0,5223.0,1,0,0,0,"3201 Campus Drive, Klamath Falls, OR, 976018801","[42.2548419, -121.7873039]",42.2548419,-121.7873039
5828,Oregon State University,Main Campus,"600 Kerr Administration, OSU",Corvallis,OR,97331,1,"Public, 4-year or above",16182.0,14172.0,30354.0,6,7,1,6,"600 Kerr Administration, OSU, Corvallis, OR, 97331","[44.5640033, -123.2747343]",44.5640033,-123.2747343
5831,University of Oregon,Main Campus,110 JOHNSON HALL,EUGENE,OR,97403,1,"Public, 4-year or above",11006.0,12540.0,23546.0,16,7,2,2,"110 JOHNSON HALL, EUGENE, OR, 97403","[44.0451753, -123.0757604]",44.0451753,-123.0757604
5836,Pacific University,Forest Grove Campus,2043 COLLEGE WAY,FOREST GROVE,OR,97116,2,"Private nonprofit, 4-year or above",1360.0,2549.0,3909.0,8,4,0,0,"2043 COLLEGE WAY, FOREST GROVE, OR, 97116","[45.5209573, -123.1094571]",45.5209573,-123.1094571
5845,Portland Community College,Sylvania Campus,12000 SW 49th Avenue,Portland,OR,972197132,4,"Public, 2-year",13285.0,15209.0,28494.0,0,2,1,3,"12000 SW 49th Avenue, Portland, OR, 972197132","[45.43843589999999, -122.7310045]",45.4384359,-122.7310045
5846,Portland Community College,Rock Creek Campus,17705 NW Springville Road,Portland,OR,97229,4,"Public, 2-year",13285.0,15209.0,28494.0,0,1,0,1,"17705 NW Springville Road, Portland, OR, 97229","[45.5659327, -122.8604663]",45.5659327,-122.8604663
5847,Portland Community College,Cascade Campus,705 N Killingsworth Street,Portland,OR,97217,4,"Public, 2-year",13285.0,15209.0,28494.0,1,1,0,1,"705 N Killingsworth Street, Portland, OR, 97217","[45.5637568, -122.6742856]",45.5637568,-122.6742856
5851,Portland Community College,Willow Creek  Center,241 SW Edgeway Drive,Beaverton,OR,97006,4,"Public, 2-year",13285.0,15209.0,28494.0,0,0,2,0,"241 SW Edgeway Drive, Beaverton, OR, 97006","[45.5177141, -122.8699176]",45.5177141,-122.8699176
5852,Portland Community College,Hillsboro Education Center,775 Se Baseline Street,Hillsboro,OR,97123,4,"Public, 2-year",13285.0,15209.0,28494.0,0,2,0,0,"775 Se Baseline Street, Hillsboro, OR, 97123","[45.5201026, -122.9773964]",45.5201026,-122.9773964
5856,University of Portland,Main Campus,5000 N WILLAMETTE BLVD,PORTLAND,OR,972035798,2,"Private nonprofit, 4-year or above",1772.0,2611.0,4383.0,3,0,0,1,"5000 N WILLAMETTE BLVD, PORTLAND, OR, 972035798","[45.57371699999999, -122.7236596]",45.573717,-122.7236596
5857,Reed College,Main Campus,3203 SE WOODSTOCK BLVD,PORTLAND,OR,972028199,2,"Private nonprofit, 4-year or above",645.0,782.0,1427.0,35,1,0,0,"3203 SE WOODSTOCK BLVD, PORTLAND, OR, 972028199","[45.4809642, -122.6301455]",45.4809642,-122.6301455
5869,Southern Oregon University,Ashland Campus,1250 SISKIYOU BLVD,ASHLAND,OR,97520,1,"Public, 4-year or above",2407.0,3836.0,6243.0,5,3,1,0,"1250 SISKIYOU BLVD, ASHLAND, OR, 97520","[42.1850148, -122.6926626]",42.1850148,-122.6926626
5871,Southwestern Oregon Community College,Southwestern Oregon Community College,1988 NEWMARK AVE,COOS BAY,OR,974202912,4,"Public, 2-year",898.0,1262.0,2160.0,1,0,0,0,"1988 NEWMARK AVE, COOS BAY, OR, 974202912","[43.3946763, -124.2530444]",43.3946763,-124.2530444
5883,Corban University,CORBAN UNIVERSITY,5000 DEER PARK DR SE,SALEM,OR,973179392,2,"Private nonprofit, 4-year or above",482.0,711.0,1193.0,1,1,0,0,"5000 DEER PARK DR SE, SALEM, OR, 973179392","[44.8829475, -122.9609521]",44.8829475,-122.9609521
5888,Willamette University,Main Campus,900 STATE ST,SALEM,OR,97301,2,"Private nonprofit, 4-year or above",1148.0,1408.0,2556.0,9,6,0,0,"900 STATE ST, SALEM, OR, 97301","[44.9354439, -123.0317802]",44.9354439,-123.0317802
5892,Western Oregon University,Main Campus,345 Monmouth  Ave N,Monmouth,OR,973611394,1,"Public, 4-year or above",2018.0,3364.0,5382.0,4,0,0,0,"345 Monmouth  Ave N, Monmouth, OR, 973611394","[44.850105, -123.2390066]",44.850105,-123.2390066
5893,University of Western States,University of Western States,2900 NE 132ND AVE,PORTLAND,OR,972303099,2,"Private nonprofit, 4-year or above",394.0,570.0,964.0,0,0,1,0,"2900 NE 132ND AVE, PORTLAND, OR, 972303099","[45.5430243, -122.5232789]",45.5430243,-122.5232789
5899,Albright College,ALBRIGHT COLLEGE,1621 N. 13th St.,READING,PA,196125234,2,"Private nonprofit, 4-year or above",915.0,1403.0,2318.0,5,0,0,0,"1621 N. 13th St., READING, PA, 196125234","[40.3603494, -75.9105617]",40.3603494,-75.9105617
5914,Allegheny College,Main Campus,520 N MAIN ST,MEADVILLE,PA,163353902,2,"Private nonprofit, 4-year or above",909.0,1011.0,1920.0,11,4,0,2,"520 N MAIN ST, MEADVILLE, PA, 163353902","[41.6482949, -80.1454261]",41.6482949,-80.1454261
5916,DeSales University,DeSales University (Main Campus),2755 Station Ave,Center Valley,PA,180349568,2,"Private nonprofit, 4-year or above",1294.0,2015.0,3309.0,1,0,0,2,"2755 Station Ave, Center Valley, PA, 180349568","[40.5379841, -75.3780525]",40.5379841,-75.3780525
5918,Alvernia University,Main Campus,400 SAINT BERNARDINE ST,READING,PA,196071799,2,"Private nonprofit, 4-year or above",785.0,2087.0,2872.0,1,0,0,0,"400 SAINT BERNARDINE ST, READING, PA, 196071799","[40.3153398, -75.9308401]",40.3153398,-75.9308401
5922,The Art Institute of Philadelphia,The Art Institute of Philadelphia,1622 CHESTNUT STREET,PHILADELPHIA,PA,191035198,3,"Private for-profit, 4-year or above",498.0,573.0,1071.0,1,0,0,0,"1622 CHESTNUT STREET, PHILADELPHIA, PA, 191035198","[39.9511325, -75.1680861]",39.9511325,-75.1680861
5924,The Art Institute of Pittsburgh,The Art Institute of Pittsburgh,420 BOULEVARD OF THE ALLIES,PITTSBURGH,PA,152191328,3,"Private for-profit, 4-year or above",330.0,324.0,654.0,0,0,1,2,"420 BOULEVARD OF THE ALLIES, PITTSBURGH, PA, 152191328","[40.4373483, -79.99960810000002]",40.4373483,-79.9996081
5928,Arcadia University,Main Campus,450 S EASTON RD,GLENSIDE,PA,190383295,2,"Private nonprofit, 4-year or above",1095.0,2690.0,3785.0,5,6,0,0,"450 S EASTON RD, GLENSIDE, PA, 190383295","[40.092564, -75.16388649999999]",40.092564,-75.1638865
