,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long
504,The California Maritime Academy,California State University Maritime Academy,200 Maritime Academy Drive,Vallejo,CA,945908181,1,"Public, 4-year or above",921.0,186.0,1107.0,1,0,0,0,"The California Maritime Academy, 200 Maritime Academy Drive, Vallejo, CA 945908181","[38.069706, -122.2306447]",38.069706,-122.2306447
507,College of the Canyons,College of the Canyons,26455 ROCKWELL CANYON RD,Valencia,CA,913551899,4,"Public, 2-year",10708.0,9258.0,19966.0,0,2,0,0,"College of the Canyons, 26455 ROCKWELL CANYON RD, Valencia, CA 913551899","[34.4042459, -118.5682302]",34.4042459,-118.5682302
522,Chabot College,Chabot College Campus,25555 HESPERIAN BLVD,HAYWARD,CA,945454918,4,"Public, 2-year",6361.0,7381.0,13742.0,0,1,0,0,"Chabot College, 25555 HESPERIAN BLVD, HAYWARD, CA 945454918","[37.64246869999999, -122.1065773]",37.6424687,-122.1065773
527,Charles R Drew University of Medicine and Science,Main Campus,1731 E 120TH ST,LOS ANGELES,CA,90059,2,"Private nonprofit, 4-year or above",122.0,337.0,459.0,0,0,0,2,"Charles R Drew University of Medicine and Science, 1731 E 120TH ST, LOS ANGELES, CA 90059","[33.9256133, -118.2426306]",33.9256133,-118.2426306
528,Concordia University-Irvine,Main Campus,1530 Concordia West,Irvine,CA,926123299,2,"Private nonprofit, 4-year or above",1731.0,2568.0,4299.0,1,1,0,0,"Concordia University-Irvine, 1530 Concordia West, Irvine, CA 926123299","[33.6536915, -117.8108672]",33.6536915,-117.8108672
534,Citrus College,Main Campus,1000 W Foothill Blvd.,Glendora,CA,917411899,4,"Public, 2-year",5929.0,6824.0,12753.0,0,2,0,0,"Citrus College, 1000 W Foothill Blvd., Glendora, CA 917411899","[34.1355529, -117.8851117]",34.1355529,-117.8851117
539,City College of San Francisco,Chinatown/ North Beach Campus,808 Kearny St.,San Francisco,CA,94108,4,"Public, 2-year",9949.0,11240.0,21189.0,0,0,1,0,"City College of San Francisco, 808 Kearny St., San Francisco, CA 94108","[37.795611, -122.4046939]",37.795611,-122.4046939
547,Claremont McKenna College,Main Campus,500 E 9TH ST,CLAREMONT,CA,917116400,2,"Private nonprofit, 4-year or above",689.0,658.0,1347.0,10,6,1,0,"Claremont McKenna College, 500 E 9TH ST, CLAREMONT, CA 917116400","[34.10177669999999, -117.7079219]",34.1017767,-117.7079219
553,Cogswell College,Main Campus,191 Baypointe Parkway,San Jose,CA,95134,3,"Private for-profit, 4-year or above",459.0,191.0,650.0,0,2,0,0,"Cogswell College, 191 Baypointe Parkway, San Jose, CA 95134","[37.4140439, -121.9408736]",37.4140439,-121.9408736
558,Columbia College,Main Campus,11600 COLUMBIA COLLEGE DR,SONORA,CA,95370,4,"Public, 2-year",1064.0,1356.0,2420.0,0,1,0,0,"Columbia College, 11600 COLUMBIA COLLEGE DR, SONORA, CA 95370","[38.0317977, -120.3885135]",38.0317977,-120.3885135
560,El Camino College-Compton Center,El Camino College Compton Center,1111 East Artesia Blvd.,Compton,CA,902215393,4,"Public, 2-year",2694.0,4798.0,7492.0,0,2,4,3,"El Camino College-Compton Center, 1111 East Artesia Blvd., Compton, CA 902215393","[33.874415, -118.208851]",33.874415,-118.208851
562,Cosumnes River College,Cosumnes River College,8401 CENTER PKY,SACRAMENTO,CA,958235799,4,"Public, 2-year",6278.0,7732.0,14010.0,0,7,0,0,"Cosumnes River College, 8401 CENTER PKY, SACRAMENTO, CA 958235799","[38.4528487, -121.42255]",38.4528487,-121.42255
571,De Anza College,Main Campus,21250 STEVENS CREEK BLVD,CUPERTINO,CA,95014,4,"Public, 2-year",11021.0,10695.0,21716.0,0,0,1,0,"De Anza College, 21250 STEVENS CREEK BLVD, CUPERTINO, CA 95014","[37.3195396, -122.0450548]",37.3195396,-122.0450548
574,College of the Desert,College of the Desert  - Main Campus,43-500 MONTEREY AVE,PALM DESERT,CA,92260,4,"Public, 2-year",4832.0,5960.0,10792.0,0,0,0,1,"College of the Desert, 43-500 MONTEREY AVE, PALM DESERT, CA 92260","[33.732431, -116.386833]",33.732431,-116.386833
579,Diablo Valley College,Main Campus,321 GOLF CLUB RD,PLEASANT HILL,CA,94523,4,"Public, 2-year",9529.0,9890.0,19419.0,0,0,1,0,"Diablo Valley College, 321 GOLF CLUB RD, PLEASANT HILL, CA 94523","[37.9689478, -122.0712913]",37.9689478,-122.0712913
580,Dominican University of California,Dominican University of California,50 ACACIA AVE,SAN RAFAEL,CA,949012298,2,"Private nonprofit, 4-year or above",495.0,1340.0,1835.0,2,1,0,2,"Dominican University of California, 50 ACACIA AVE, SAN RAFAEL, CA 949012298","[37.9798656, -122.5129887]",37.9798656,-122.5129887
583,East Los Angeles College,East Los Angeles College,1301 Avenida Cesar Chavez,Monterey Park,CA,917546099,4,"Public, 2-year",18163.0,18807.0,36970.0,0,2,1,1,"East Los Angeles College, 1301 Avenida Cesar Chavez, Monterey Park, CA 917546099","[34.0396421, -118.1480877]",34.0396421,-118.1480877
588,Evergreen Valley College,Evergreen Valley Community College,3095 YERBA BUENA RD,SAN JOSE,CA,951351598,4,"Public, 2-year",4131.0,4961.0,9092.0,0,0,0,2,"Evergreen Valley College, 3095 YERBA BUENA RD, SAN JOSE, CA 951351598","[37.300384, -121.764424]",37.300384,-121.764424
589,Fashion Institute of Design & Merchandising-Los Angeles,Main Campus,919 S GRAND AVE,LOS ANGELES,CA,900151421,3,"Private for-profit, 4-year or above",289.0,2335.0,2624.0,0,0,0,1,"Fashion Institute of Design & Merchandising-Los Angeles, 919 S GRAND AVE, LOS ANGELES, CA 900151421","[34.0441931, -118.2600172]",34.0441931,-118.2600172
592,Feather River Community College District,Main Campus,570 GOLDEN EAGLE AVE,QUINCY,CA,95971,4,"Public, 2-year",998.0,975.0,1973.0,0,0,0,2,"Feather River Community College District, 570 GOLDEN EAGLE AVE, QUINCY, CA 95971","[39.9521349, -120.9649378]",39.9521349,-120.9649378
602,Fresno City College,Main Campus,1101 E. UNIVERSITY AVE,FRESNO,CA,93741,4,"Public, 2-year",10833.0,12092.0,22925.0,1,6,6,2,"Fresno City College, 1101 E. UNIVERSITY AVE, FRESNO, CA 93741","[36.766892, -119.79787]",36.766892,-119.79787
604,Fresno Pacific University,Fresno Pacific University,1717 S Chestnut Ave,Fresno,CA,93702,2,"Private nonprofit, 4-year or above",1001.0,2563.0,3564.0,1,0,0,0,"Fresno Pacific University, 1717 S Chestnut Ave, Fresno, CA 93702","[36.72731479999999, -119.73418]",36.7273148,-119.73418
609,Fuller Theological Seminary in California,Fuller Pasadena,135 N OAKLAND AVE,PASADENA,CA,91182,2,"Private nonprofit, 4-year or above",1440.0,995.0,2435.0,1,1,0,0,"Fuller Theological Seminary in California, 135 N OAKLAND AVE, PASADENA, CA 91182","[34.1475439, -118.1401424]",34.1475439,-118.1401424
617,Fullerton College,FULLERTON COLLEGE,321 E CHAPMAN AVE,FULLERTON,CA,92832,4,"Public, 2-year",11745.0,12328.0,24073.0,0,1,0,0,"Fullerton College, 321 E CHAPMAN AVE, FULLERTON, CA 92832","[33.875251, -117.9175771]",33.875251,-117.9175771
618,Gavilan College,Main Campus,5055 SANTA TERESA BLVD,GILROY,CA,95020,4,"Public, 2-year",2787.0,3060.0,5847.0,1,0,0,0,"Gavilan College, 5055 SANTA TERESA BLVD, GILROY, CA 95020","[36.9732557, -121.5685598]",36.9732557,-121.5685598
623,Glendale Community College,Garfield Campus,1122 E. Garfield Ave,Glendale,CA,912052526,4,"Public, 2-year",6933.0,8245.0,15178.0,0,0,1,0,"Glendale Community College, 1122 E. Garfield Ave, Glendale, CA 912052526","[34.1356764, -118.2409649]",34.1356764,-118.2409649
631,Grossmont College,GROSSMONT COLLEGE,8800 GROSSMONT COLLEGE DR,EL CAJON,CA,92020,4,"Public, 2-year",7859.0,10639.0,18498.0,0,4,0,0,"Grossmont College, 8800 GROSSMONT COLLEGE DR, EL CAJON, CA 92020","[32.8166735, -117.0065725]",32.8166735,-117.0065725
633,Hartnell College,Main Campus,411 Central Avenue,SALINAS,CA,93901,4,"Public, 2-year",6608.0,5720.0,12328.0,0,0,0,1,"Hartnell College, 411 Central Avenue, SALINAS, CA 93901","[36.673353, -121.668457]",36.673353,-121.668457
635,Hartnell College,Hartnell College Allisal Campus,1752 E. Alisal St.,Salinas,CA,93905,4,"Public, 2-year",6608.0,5720.0,12328.0,0,0,0,1,"Hartnell College, 1752 E. Alisal St., Salinas, CA 93905","[36.671741, -121.6044195]",36.671741,-121.6044195
636,Harvey Mudd College,Main Campus,301 Platt Boulevard,Claremont,CA,917113947,2,"Private nonprofit, 4-year or above",457.0,385.0,842.0,5,8,0,0,"Harvey Mudd College, 301 Platt Boulevard, Claremont, CA 917113947","[34.1060817, -117.7104699]",34.1060817,-117.7104699
640,Humboldt State University,Humboldt State University,1 HARPST STREET,ARCATA,CA,955218299,1,"Public, 4-year or above",3716.0,4787.0,8503.0,4,1,2,2,"Humboldt State University, 1 HARPST STREET, ARCATA, CA 955218299","[40.8752748, -124.077821]",40.8752748,-124.077821
658,Reedley College,Madera Community College Center,30277 Avenue 12,Madera,CA,93638,4,"Public, 2-year",3995.0,6057.0,10052.0,1,0,0,0,"Reedley College, 30277 Avenue 12, Madera, CA 93638","[36.6070246, -119.46015]",36.6070246,-119.46015
660,Life Pacific College,Life Pacific College,1100 W. Covina Blvd,San Dimas,CA,91773,2,"Private nonprofit, 4-year or above",283.0,344.0,627.0,1,0,0,0,"Life Pacific College, 1100 W. Covina Blvd, San Dimas, CA 91773","[34.0990889, -117.8292871]",34.0990889,-117.8292871
662,University of La Verne,MAIN CAMPUS,1950 THIRD ST,LA VERNE,CA,917504401,2,"Private nonprofit, 4-year or above",3244.0,5125.0,8369.0,5,0,2,0,"University of La Verne, 1950 THIRD ST, LA VERNE, CA 917504401","[34.100854, -117.773235]",34.100854,-117.773235
671,Laguna College of Art and Design,Main Campus,2222 LAGUNA CANYON RD,LAGUNA BEACH,CA,92651,2,"Private nonprofit, 4-year or above",229.0,389.0,618.0,1,0,0,0,"Laguna College of Art and Design, 2222 LAGUNA CANYON RD, LAGUNA BEACH, CA 92651","[33.5616845, -117.7723367]",33.5616845,-117.7723367
672,Lake Tahoe Community College,Main Campus,One College Drive,South Lake Tahoe,CA,96150,4,"Public, 2-year",993.0,1059.0,2052.0,0,0,0,1,"Lake Tahoe Community College, One College Drive, South Lake Tahoe, CA 96150","[38.9269159, -119.9722296]",38.9269159,-119.9722296
674,Laney College,Main Campus,900 FALLON ST,OAKLAND,CA,94607,4,"Public, 2-year",4963.0,5965.0,10928.0,0,0,2,8,"Laney College, 900 FALLON ST, OAKLAND, CA 94607","[37.7968438, -122.2631415]",37.7968438,-122.2631415
675,Lassen Community College,Main campus,478-200 HWY 139,SUSANVILLE,CA,96130,4,"Public, 2-year",1739.0,488.0,2227.0,1,0,0,0,"Lassen Community College, 478-200 HWY 139, SUSANVILLE, CA 96130","[40.4315267, -120.6325811]",40.4315267,-120.6325811
682,Loma Linda University,Loma Linda University,11206 Campus Street Suite A,LOMA LINDA,CA,92354,2,"Private nonprofit, 4-year or above",1633.0,2811.0,4444.0,0,2,0,0,"Loma Linda University, 11206 Campus Street Suite A, LOMA LINDA, CA 92354","[34.0498473, -117.2641184]",34.0498473,-117.2641184
684,Long Beach City College,Pacific Coast Campus,1305 East Pacific Coast Highway,Long Beach,CA,90806,4,"Public, 2-year",11199.0,13505.0,24704.0,0,0,1,0,"Long Beach City College, 1305 East Pacific Coast Highway, Long Beach, CA 90806","[33.7904224, -118.1732703]",33.7904224,-118.1732703
686,Los Angeles Harbor College,Los Angeles Harbor College,1111 Figueroa Place,Wilmington,CA,907442397,4,"Public, 2-year",3919.0,5481.0,9400.0,2,1,0,2,"Los Angeles Harbor College, 1111 Figueroa Place, Wilmington, CA 907442397","[33.7841, -118.2840891]",33.7841,-118.2840891
687,Los Angeles Pierce College,Los Angeles Pierce College,6201 Winnetka Avenue,Woodland Hills,CA,913710002,4,"Public, 2-year",9340.0,11278.0,20618.0,0,0,1,3,"Los Angeles Pierce College, 6201 Winnetka Avenue, Woodland Hills, CA 913710002","[34.184746, -118.5761475]",34.184746,-118.5761475
688,Los Angeles Southwest College,Los Angeles Southwest College,1600 W. Imperial Hwy.,Los Angeles,CA,900474810,4,"Public, 2-year",2026.0,4629.0,6655.0,0,0,0,2,"Los Angeles Southwest College, 1600 W. Imperial Hwy., Los Angeles, CA 900474810","[33.92981049999999, -118.305646]",33.9298105,-118.305646
689,Los Angeles Trade Technical College,Los Angeles Trade Technical College,400 W. Washington Blvd.,Los Angeles,CA,900154181,4,"Public, 2-year",7709.0,6897.0,14606.0,0,3,0,2,"Los Angeles Trade Technical College, 400 W. Washington Blvd., Los Angeles, CA 900154181","[34.0328481, -118.2696947]",34.0328481,-118.2696947
690,Los Angeles Valley College,Los Angeles Valley College,5800 Fulton Avenue,Valley Glen,CA,914014096,4,"Public, 2-year",7987.0,10656.0,18643.0,0,1,1,2,"Los Angeles Valley College, 5800 Fulton Avenue, Valley Glen, CA 914014096","[34.17524240000001, -118.4216217]",34.1752424,-118.4216217
694,Los Angeles City College,Los Angeles City College,855 North Vermont Ave.,Los Angeles,CA,900293516,4,"Public, 2-year",7754.0,9907.0,17661.0,0,0,2,1,"Los Angeles City College, 855 North Vermont Ave., Los Angeles, CA 900293516","[34.0872424, -118.2926756]",34.0872424,-118.2926756
696,Los Angeles Mission College,Los Angeles Mission College,13356 Eldridge Avenue,Sylmar,CA,913423245,4,"Public, 2-year",4126.0,6310.0,10436.0,0,1,0,0,"Los Angeles Mission College, 13356 Eldridge Avenue, Sylmar, CA 913423245","[34.3153455, -118.419485]",34.3153455,-118.419485
697,Los Medanos College,Main Campus,2700 East LELAND Road,PITTSBURG,CA,94565,4,"Public, 2-year",3969.0,4759.0,8728.0,0,0,1,1,"Los Medanos College, 2700 East LELAND Road, PITTSBURG, CA 94565","[38.005582, -121.8595559]",38.005582,-121.8595559
698,Argosy University-The Art Institute of California-San Francisco,The Art Institute of California - San Francisco,1170 MARKET ST,SAN FRANCISCO,CA,941024908,3,"Private for-profit, 4-year or above",370.0,260.0,630.0,0,0,5,0,"Argosy University-The Art Institute of California-San Francisco, 1170 MARKET ST, SAN FRANCISCO, CA 941024908","[37.7805179, -122.413289]",37.7805179,-122.413289
699,Loyola Marymount University,Westchester Campus,One LMU Drive,LOS ANGELES,CA,900452659,2,"Private nonprofit, 4-year or above",3878.0,5452.0,9330.0,6,7,0,1,"Loyola Marymount University, One LMU Drive, LOS ANGELES, CA 900452659","[33.9698183, -118.4184969]",33.9698183,-118.4184969
710,College of Marin,Kentfield,835 COLLEGE AVE,KENTFIELD,CA,949042590,4,"Public, 2-year",2337.0,3284.0,5621.0,0,0,0,1,"College of Marin, 835 COLLEGE AVE, KENTFIELD, CA 949042590","[37.955595, -122.5496]",37.955595,-122.5496
713,Mendocino College,Main Campus,1000 HENSLEY CREEK ROAD,UKIAH,CA,95482,4,"Public, 2-year",1642.0,2596.0,4238.0,0,2,0,1,"Mendocino College, 1000 HENSLEY CREEK ROAD, UKIAH, CA 95482","[39.1895299, -123.2303329]",39.1895299,-123.2303329
718,Merced College,Merced Community College District,3600 M ST,MERCED,CA,953482898,4,"Public, 2-year",4531.0,6219.0,10750.0,1,0,0,0,"Merced College, 3600 M ST, MERCED, CA 953482898","[37.334524, -120.47675]",37.334524,-120.47675
719,Merritt College,Merrit Community College,12500 CAMPUS DR,OAKLAND,CA,946193196,4,"Public, 2-year",2359.0,4424.0,6783.0,0,0,0,3,"Merritt College, 12500 CAMPUS DR, OAKLAND, CA 946193196","[37.7895327, -122.1656022]",37.7895327,-122.1656022
720,Mills College,Main Campus,5000 MACARTHUR BLVD,OAKLAND,CA,94613,2,"Private nonprofit, 4-year or above",108.0,1237.0,1345.0,1,0,0,0,"Mills College, 5000 MACARTHUR BLVD, OAKLAND, CA 94613","[37.78268449999999, -122.1878385]",37.7826845,-122.1878385
721,MiraCosta College,MiraCosta Community College District Oceanside Campus,ONE BARNARD DR,OCEANSIDE,CA,920563899,4,"Public, 2-year",6242.0,8559.0,14801.0,0,3,0,0,"MiraCosta College, ONE BARNARD DR, OCEANSIDE, CA 920563899","[33.1908066, -117.3029278]",33.1908066,-117.3029278
737,Mt San Antonio College,Main Campus,1100 N GRAND AVE,WALNUT,CA,917891399,4,"Public, 2-year",14106.0,15340.0,29446.0,0,1,0,0,"Mt San Antonio College, 1100 N GRAND AVE, WALNUT, CA 917891399","[34.0476932, -117.8448584]",34.0476932,-117.8448584
739,Mount Saint Mary's University,Doheny,10 Chester Place,Los Angeles,CA,900072598,2,"Private nonprofit, 4-year or above",353.0,3143.0,3496.0,0,0,0,1,"Mount Saint Mary's University, 10 Chester Place, Los Angeles, CA 900072598","[34.0311579, -118.2777403]",34.0311579,-118.2777403
740,Mt San Jacinto Community College District,San Jacinto Campus,1499 N STATE ST,SAN JACINTO,CA,925832399,4,"Public, 2-year",6417.0,9080.0,15497.0,0,1,0,2,"Mt San Jacinto Community College District, 1499 N STATE ST, SAN JACINTO, CA 925832399","[33.8068787, -116.9697686]",33.8068787,-116.9697686
741,Mt San Jacinto Community College District,Menifee Valley Campus,28237 La Piedra Road,Menifee,CA,92584,4,"Public, 2-year",6417.0,9080.0,15497.0,0,0,0,1,"Mt San Jacinto Community College District, 28237 La Piedra Road, Menifee, CA 92584","[33.6748685, -117.1678799]",33.6748685,-117.1678799
751,National Holistic Institute,Studio City Branch Campus,10969 Ventura Blvd,Studio City,CA,91604,9,"Private for-profit, less-than 2-year",314.0,605.0,919.0,0,1,0,0,"National Holistic Institute, 10969 Ventura Blvd, Studio City, CA 91604","[34.1404412, -118.3695752]",34.1404412,-118.3695752
753,National Holistic Institute,Sacramento Branch Campus,"1610 Arden Way, Suite 110",Sacramento,CA,95815,9,"Private for-profit, less-than 2-year",314.0,605.0,919.0,0,0,1,0,"National Holistic Institute, 1610 Arden Way, Suite 110, Sacramento, CA 95815","[38.5985573, -121.4289807]",38.5985573,-121.4289807
754,National Holistic Institute,Santa Ana Branch Campus,201 E. Sandpointe Ave. Suite 100,Santa Ana,CA,91707,9,"Private for-profit, less-than 2-year",314.0,605.0,919.0,0,0,0,1,"National Holistic Institute, 201 E. Sandpointe Ave. Suite 100, Santa Ana, CA 91707","[33.6980671, -117.8663927]",33.6980671,-117.8663927
764,National University,Los Angeles,"5245 Pacific Concourse Drive, Suite 100",Los Angeles,CA,900456905,2,"Private nonprofit, 4-year or above",6755.0,10437.0,17192.0,0,0,1,0,"National University, 5245 Pacific Concourse Drive, Suite 100, Los Angeles, CA 900456905","[33.928209, -118.372396]",33.928209,-118.372396
792,Occidental College,Occidental College,1600 CAMPUS RD,LOS ANGELES,CA,900413392,2,"Private nonprofit, 4-year or above",863.0,1106.0,1969.0,6,4,1,2,"Occidental College, 1600 CAMPUS RD, LOS ANGELES, CA 900413392","[34.1273233, -118.2102962]",34.1273233,-118.2102962
794,Ohlone College,Ohlone Community College District,43600 Mission Blvd.,Fremont,CA,945390390,4,"Public, 2-year",4742.0,5072.0,9814.0,0,0,1,0,"Ohlone College, 43600 Mission Blvd., Fremont, CA 945390390","[37.5300423, -121.9150642]",37.5300423,-121.9150642
811,University of the Pacific,Main Campus,3601 PACIFIC AVE,STOCKTON,CA,95211,2,"Private nonprofit, 4-year or above",2704.0,3424.0,6128.0,2,0,0,0,"University of the Pacific, 3601 PACIFIC AVE, STOCKTON, CA 95211","[37.9808152, -121.3120225]",37.9808152,-121.3120225
816,Palomar College,Main Campus,1140 West Mission Road,San Marcos,CA,920691487,4,"Public, 2-year",13087.0,10836.0,23923.0,0,2,0,0,"Palomar College, 1140 West Mission Road, San Marcos, CA 920691487","[33.1494858, -117.1839315]",33.1494858,-117.1839315
818,Pasadena City College,Pasadena City College - Main Campus,1570 E COLORADO BLVD,PASADENA,CA,911062003,4,"Public, 2-year",12953.0,14212.0,27165.0,0,1,1,1,"Pasadena City College, 1570 E COLORADO BLVD, PASADENA, CA 911062003","[34.1438126, -118.1181603]",34.1438126,-118.1181603
