,Unnamed: 0,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long,Assault,Robbery,Fondling,Rape,AGG_A16_hover_text,ROBBE16_hover_text,FONDL16_hover_text,RAPE16_hover_text
169,6049,Juniata College,Main Campus,1700 MOORE ST,HUNTINGDON,PA,166522196,2,"Private nonprofit, 4-year or above",688.0,885.0,1573.0,9,8,0,0,"1700 MOORE ST, HUNTINGDON, PA","[40.49893180000001, -78.0175375]",40.4989318,-78.0175375,0.0,0.0,5.1,5.7,"Juniata College<br>Huntingdon, PA<br>Crime Count: 0<br>Enrollment: 1573<br>Rate per 1000 students: 0.0","Juniata College<br>Huntingdon, PA<br>Crime Count: 0<br>Enrollment: 1573<br>Rate per 1000 students: 0.0","Juniata College<br>Huntingdon, PA<br>Crime Count: 8<br>Enrollment: 1573<br>Rate per 1000 students: 5.1","Juniata College<br>Huntingdon, PA<br>Crime Count: 9<br>Enrollment: 1573<br>Rate per 1000 students: 5.7"
170,6150,University of Pennsylvania,Main Campus,1 COLLEGE HALL 34TH AND SPRUCE STS,PHILADELPHIA,PA,191046380,2,"Private nonprofit, 4-year or above",11568.0,13392.0,24960.0,12,4,4,5,"1 COLLEGE HALL 34TH AND SPRUCE STS, PHILADELPHIA, PA","[39.9515103, -75.1937556]",39.9515103,-75.1937556,0.2,0.2,0.2,0.5,"University of Pennsylvania<br>Philadelphia, PA<br>Crime Count: 5<br>Enrollment: 24960<br>Rate per 1000 students: 0.2","University of Pennsylvania<br>Philadelphia, PA<br>Crime Count: 4<br>Enrollment: 24960<br>Rate per 1000 students: 0.2","University of Pennsylvania<br>Philadelphia, PA<br>Crime Count: 4<br>Enrollment: 24960<br>Rate per 1000 students: 0.2","University of Pennsylvania<br>Philadelphia, PA<br>Crime Count: 12<br>Enrollment: 24960<br>Rate per 1000 students: 0.5"
171,6234,Thomas Jefferson University,Thomas Jefferson University,1020 WALNUT ST,PHILADELPHIA,PA,191075587,2,"Private nonprofit, 4-year or above",1181.0,2706.0,3887.0,0,0,2,1,"1020 WALNUT ST, PHILADELPHIA, PA","[39.9482624, -75.1582775]",39.9482624,-75.1582775,0.3,0.5,0.0,0.0,"Thomas Jefferson University<br>Philadelphia, PA<br>Crime Count: 1<br>Enrollment: 3887<br>Rate per 1000 students: 0.3","Thomas Jefferson University<br>Philadelphia, PA<br>Crime Count: 2<br>Enrollment: 3887<br>Rate per 1000 students: 0.5","Thomas Jefferson University<br>Philadelphia, PA<br>Crime Count: 0<br>Enrollment: 3887<br>Rate per 1000 students: 0.0","Thomas Jefferson University<br>Philadelphia, PA<br>Crime Count: 0<br>Enrollment: 3887<br>Rate per 1000 students: 0.0"
173,6283,Providence College,Main Campus,1 Cunningham Square,PROVIDENCE,RI,29180001,2,"Private nonprofit, 4-year or above",2025.0,2543.0,4568.0,2,0,0,1,"1 Cunningham Square, PROVIDENCE, RI","[41.8441035, -71.4379605]",41.8441035,-71.4379605,0.2,0.0,0.0,0.4,"Providence College<br>Providence, RI<br>Crime Count: 1<br>Enrollment: 4568<br>Rate per 1000 students: 0.2","Providence College<br>Providence, RI<br>Crime Count: 0<br>Enrollment: 4568<br>Rate per 1000 students: 0.0","Providence College<br>Providence, RI<br>Crime Count: 0<br>Enrollment: 4568<br>Rate per 1000 students: 0.0","Providence College<br>Providence, RI<br>Crime Count: 2<br>Enrollment: 4568<br>Rate per 1000 students: 0.4"
178,6464,Bethel University,Bethel University,325 CHERRY AVE,MCKENZIE,TN,38201,2,"Private nonprofit, 4-year or above",2440.0,3535.0,5975.0,3,1,0,0,"325 CHERRY AVE, MCKENZIE, TN","[36.13677130000001, -88.5172223]",36.1367713,-88.5172223,0.0,0.0,0.2,0.5,"Bethel University<br>Mckenzie, TN<br>Crime Count: 0<br>Enrollment: 5975<br>Rate per 1000 students: 0.0","Bethel University<br>Mckenzie, TN<br>Crime Count: 0<br>Enrollment: 5975<br>Rate per 1000 students: 0.0","Bethel University<br>Mckenzie, TN<br>Crime Count: 1<br>Enrollment: 5975<br>Rate per 1000 students: 0.2","Bethel University<br>Mckenzie, TN<br>Crime Count: 3<br>Enrollment: 5975<br>Rate per 1000 students: 0.5"
182,6635,Abilene Christian University,MAIN - ABILENE CAMPUS,1600 Campus Court,ABILENE,TX,79601,2,"Private nonprofit, 4-year or above",1992.0,2918.0,4910.0,2,1,0,0,"1600 Campus Court, ABILENE, TX","[32.4695289, -99.71117489999999]",32.4695289,-99.7111749,0.0,0.0,0.2,0.4,"Abilene Christian University<br>Abilene, TX<br>Crime Count: 0<br>Enrollment: 4910<br>Rate per 1000 students: 0.0","Abilene Christian University<br>Abilene, TX<br>Crime Count: 0<br>Enrollment: 4910<br>Rate per 1000 students: 0.0","Abilene Christian University<br>Abilene, TX<br>Crime Count: 1<br>Enrollment: 4910<br>Rate per 1000 students: 0.2","Abilene Christian University<br>Abilene, TX<br>Crime Count: 2<br>Enrollment: 4910<br>Rate per 1000 students: 0.4"
183,6805,University of Houston,Central Campus,4800 CALHOUN,HOUSTON,TX,770042162,1,"Public, 4-year or above",22251.0,21523.0,43774.0,11,13,15,6,"4800 CALHOUN, HOUSTON, TX","[29.720306, -95.34346440000002]",29.720306,-95.3434644,0.1,0.3,0.3,0.3,"University of Houston<br>Houston, TX<br>Crime Count: 6<br>Enrollment: 43774<br>Rate per 1000 students: 0.1","University of Houston<br>Houston, TX<br>Crime Count: 15<br>Enrollment: 43774<br>Rate per 1000 students: 0.3","University of Houston<br>Houston, TX<br>Crime Count: 13<br>Enrollment: 43774<br>Rate per 1000 students: 0.3","University of Houston<br>Houston, TX<br>Crime Count: 11<br>Enrollment: 43774<br>Rate per 1000 students: 0.3"
185,6824,Lamar University,LAMAR UNIVERSITY,4400 MLK,BEAUMONT,TX,77710,1,"Public, 4-year or above",5771.0,9230.0,15001.0,5,2,4,0,"4400 MLK, BEAUMONT, TX","[30.0441663, -94.0705761]",30.0441663,-94.0705761,0.0,0.3,0.1,0.3,"Lamar University<br>Beaumont, TX<br>Crime Count: 0<br>Enrollment: 15001<br>Rate per 1000 students: 0.0","Lamar University<br>Beaumont, TX<br>Crime Count: 4<br>Enrollment: 15001<br>Rate per 1000 students: 0.3","Lamar University<br>Beaumont, TX<br>Crime Count: 2<br>Enrollment: 15001<br>Rate per 1000 students: 0.1","Lamar University<br>Beaumont, TX<br>Crime Count: 5<br>Enrollment: 15001<br>Rate per 1000 students: 0.3"
186,6896,Our Lady of the Lake University,Main Campus OUR LADY OF THE LAKE UNIVERSITY,411 SW 24TH ST,SAN ANTONIO,TX,782074689,2,"Private nonprofit, 4-year or above",789.0,2341.0,3130.0,1,1,0,0,"411 SW 24TH ST, SAN ANTONIO, TX","[29.4256219, -98.542512]",29.4256219,-98.542512,0.0,0.0,0.3,0.3,"Our Lady of the Lake University<br>San Antonio, TX<br>Crime Count: 0<br>Enrollment: 3130<br>Rate per 1000 students: 0.0","Our Lady of the Lake University<br>San Antonio, TX<br>Crime Count: 0<br>Enrollment: 3130<br>Rate per 1000 students: 0.0","Our Lady of the Lake University<br>San Antonio, TX<br>Crime Count: 1<br>Enrollment: 3130<br>Rate per 1000 students: 0.3","Our Lady of the Lake University<br>San Antonio, TX<br>Crime Count: 1<br>Enrollment: 3130<br>Rate per 1000 students: 0.3"
190,6981,University of Texas Southwestern Medical Center,Main Campus,5323 HARRY HINES BLVD,DALLAS,TX,753909029,1,"Public, 4-year or above",1154.0,1162.0,2316.0,2,4,2,1,"5323 HARRY HINES BLVD, DALLAS, TX","[32.8127097, -96.84131149999999]",32.8127097,-96.8413115,0.4,0.9,1.7,0.9,"University of Texas Southwestern Medical Center<br>Dallas, TX<br>Crime Count: 1<br>Enrollment: 2316<br>Rate per 1000 students: 0.4","University of Texas Southwestern Medical Center<br>Dallas, TX<br>Crime Count: 2<br>Enrollment: 2316<br>Rate per 1000 students: 0.9","University of Texas Southwestern Medical Center<br>Dallas, TX<br>Crime Count: 4<br>Enrollment: 2316<br>Rate per 1000 students: 1.7","University of Texas Southwestern Medical Center<br>Dallas, TX<br>Crime Count: 2<br>Enrollment: 2316<br>Rate per 1000 students: 0.9"
193,7000,Texas A & M University-College Station,Irma Lerma Rangel College of Pharmacy - Kingsville,700 University Boulevard,Kingsville,TX,78363,1,"Public, 4-year or above",34333.0,31299.0,65632.0,4,1,1,2,"700 University Boulevard, Kingsville, TX","[27.5260545, -97.87900549999999]",27.5260545,-97.8790055,0.0,0.0,0.0,0.1,"Texas A & M University-College Station<br>Kingsville, TX<br>Crime Count: 2<br>Enrollment: 65632<br>Rate per 1000 students: 0.0","Texas A & M University-College Station<br>Kingsville, TX<br>Crime Count: 1<br>Enrollment: 65632<br>Rate per 1000 students: 0.0","Texas A & M University-College Station<br>Kingsville, TX<br>Crime Count: 1<br>Enrollment: 65632<br>Rate per 1000 students: 0.0","Texas A & M University-College Station<br>Kingsville, TX<br>Crime Count: 4<br>Enrollment: 65632<br>Rate per 1000 students: 0.1"
196,7220,Eastern Virginia Medical School,Main Campus,721 Fairfax Ave.,NORFOLK,VA,235071696,1,"Public, 4-year or above",493.0,637.0,1130.0,0,0,0,1,"721 Fairfax Ave., NORFOLK, VA","[36.8600697, -76.30207779999999]",36.8600697,-76.3020778,0.9,0.0,0.0,0.0,"Eastern Virginia Medical School<br>Norfolk, VA<br>Crime Count: 1<br>Enrollment: 1130<br>Rate per 1000 students: 0.9","Eastern Virginia Medical School<br>Norfolk, VA<br>Crime Count: 0<br>Enrollment: 1130<br>Rate per 1000 students: 0.0","Eastern Virginia Medical School<br>Norfolk, VA<br>Crime Count: 0<br>Enrollment: 1130<br>Rate per 1000 students: 0.0","Eastern Virginia Medical School<br>Norfolk, VA<br>Crime Count: 0<br>Enrollment: 1130<br>Rate per 1000 students: 0.0"
197,7223,Eastern Mennonite University,Main Campus,1200 PARK RD,HARRISONBURG,VA,228022462,2,"Private nonprofit, 4-year or above",590.0,1155.0,1745.0,1,0,0,0,"1200 PARK RD, HARRISONBURG, VA","[38.4711173, -78.88028249999999]",38.4711173,-78.8802825,0.0,0.0,0.0,0.6,"Eastern Mennonite University<br>Harrisonburg, VA<br>Crime Count: 0<br>Enrollment: 1745<br>Rate per 1000 students: 0.0","Eastern Mennonite University<br>Harrisonburg, VA<br>Crime Count: 0<br>Enrollment: 1745<br>Rate per 1000 students: 0.0","Eastern Mennonite University<br>Harrisonburg, VA<br>Crime Count: 0<br>Enrollment: 1745<br>Rate per 1000 students: 0.0","Eastern Mennonite University<br>Harrisonburg, VA<br>Crime Count: 1<br>Enrollment: 1745<br>Rate per 1000 students: 0.6"
199,7247,James Madison University,Main Campus-Harrisonburg,821 South Main Street  MSC 6810,HARRISONBURG,VA,22807,1,"Public, 4-year or above",8526.0,12744.0,21270.0,4,4,1,0,"821 South Main Street  MSC 6810, HARRISONBURG, VA","[38.4250002, -78.7358405]",38.4250002,-78.7358405,0.0,0.0,0.2,0.2,"James Madison University<br>Harrisonburg, VA<br>Crime Count: 0<br>Enrollment: 21270<br>Rate per 1000 students: 0.0","James Madison University<br>Harrisonburg, VA<br>Crime Count: 1<br>Enrollment: 21270<br>Rate per 1000 students: 0.0","James Madison University<br>Harrisonburg, VA<br>Crime Count: 4<br>Enrollment: 21270<br>Rate per 1000 students: 0.2","James Madison University<br>Harrisonburg, VA<br>Crime Count: 4<br>Enrollment: 21270<br>Rate per 1000 students: 0.2"
200,7256,Longwood University,Main Campus,201 HIGH ST Lancaster Hall,FARMVILLE,VA,23909,1,"Public, 4-year or above",1526.0,3358.0,4884.0,6,2,0,0,"201 HIGH ST Lancaster Hall, FARMVILLE, VA","[37.3010707, -78.3969316]",37.3010707,-78.3969316,0.0,0.0,0.4,1.2,"Longwood University<br>Farmville, VA<br>Crime Count: 0<br>Enrollment: 4884<br>Rate per 1000 students: 0.0","Longwood University<br>Farmville, VA<br>Crime Count: 0<br>Enrollment: 4884<br>Rate per 1000 students: 0.0","Longwood University<br>Farmville, VA<br>Crime Count: 2<br>Enrollment: 4884<br>Rate per 1000 students: 0.4","Longwood University<br>Farmville, VA<br>Crime Count: 6<br>Enrollment: 4884<br>Rate per 1000 students: 1.2"
204,7602,West Liberty University,Main Campus,208 University Drive,WEST LIBERTY,WV,26074,1,"Public, 4-year or above",858.0,1459.0,2317.0,0,1,0,4,"208 University Drive, WEST LIBERTY, WV","[40.162572, -80.604068]",40.162572,-80.604068,1.7,0.0,0.4,0.0,"West Liberty University<br>West Liberty, WV<br>Crime Count: 4<br>Enrollment: 2317<br>Rate per 1000 students: 1.7","West Liberty University<br>West Liberty, WV<br>Crime Count: 0<br>Enrollment: 2317<br>Rate per 1000 students: 0.0","West Liberty University<br>West Liberty, WV<br>Crime Count: 1<br>Enrollment: 2317<br>Rate per 1000 students: 0.4","West Liberty University<br>West Liberty, WV<br>Crime Count: 0<br>Enrollment: 2317<br>Rate per 1000 students: 0.0"
206,7612,Wheeling Jesuit University,Main Campus,316 WASHINGTON AVE,WHEELING,WV,26003,2,"Private nonprofit, 4-year or above",574.0,715.0,1289.0,2,0,0,0,"316 WASHINGTON AVE, WHEELING, WV","[40.067915, -80.691216]",40.067915,-80.691216,0.0,0.0,0.0,1.6,"Wheeling Jesuit University<br>Wheeling, WV<br>Crime Count: 0<br>Enrollment: 1289<br>Rate per 1000 students: 0.0","Wheeling Jesuit University<br>Wheeling, WV<br>Crime Count: 0<br>Enrollment: 1289<br>Rate per 1000 students: 0.0","Wheeling Jesuit University<br>Wheeling, WV<br>Crime Count: 0<br>Enrollment: 1289<br>Rate per 1000 students: 0.0","Wheeling Jesuit University<br>Wheeling, WV<br>Crime Count: 2<br>Enrollment: 1289<br>Rate per 1000 students: 1.6"
