,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long,Assault,Robbery,Fondling,Rape,AGG_A16_hover_text,ROBBE16_hover_text,FONDL16_hover_text,RAPE16_hover_text
4107,Washington University in St Louis,Medical School Campus,660 S. EUCLID,SAINT LOUIS,MO,63110,2,"Private nonprofit, 4-year or above",7300.0,7747.0,15047.0,0,2,1,11,"660 S. EUCLID, SAINT LOUIS, MO, 63110","[38.6347453, -90.2626816]",38.6347453,-90.2626816,0.7,0.1,0.1,0.0,"Washington University in St Louis<br>Saint Louis, MO<br>Crime Count: 11<br>Enrollment: 15047<br>Rate per 1000 students: 0.7","Washington University in St Louis<br>Saint Louis, MO<br>Crime Count: 1<br>Enrollment: 15047<br>Rate per 1000 students: 0.1","Washington University in St Louis<br>Saint Louis, MO<br>Crime Count: 2<br>Enrollment: 15047<br>Rate per 1000 students: 0.1","Washington University in St Louis<br>Saint Louis, MO<br>Crime Count: 0<br>Enrollment: 15047<br>Rate per 1000 students: 0.0"
4173,Westminster College,Main Campus,501 WESTMINSTER AVE,FULTON,MO,652511299,2,"Private nonprofit, 4-year or above",487.0,389.0,876.0,2,1,0,0,"501 WESTMINSTER AVE, FULTON, MO, 652511299","[38.8500391, -91.9544836]",38.8500391,-91.9544836,0.0,0.0,1.1,2.3,"Westminster College<br>Fulton, MO<br>Crime Count: 0<br>Enrollment: 876<br>Rate per 1000 students: 0.0","Westminster College<br>Fulton, MO<br>Crime Count: 0<br>Enrollment: 876<br>Rate per 1000 students: 0.0","Westminster College<br>Fulton, MO<br>Crime Count: 1<br>Enrollment: 876<br>Rate per 1000 students: 1.1","Westminster College<br>Fulton, MO<br>Crime Count: 2<br>Enrollment: 876<br>Rate per 1000 students: 2.3"
4174,William Jewell College,William Jewell College,500 COLLEGE HILL,LIBERTY,MO,640681896,2,"Private nonprofit, 4-year or above",419.0,578.0,997.0,4,0,0,0,"500 COLLEGE HILL, LIBERTY, MO, 640681896","[39.24768359999999, -94.4273274]",39.2476836,-94.4273274,0.0,0.0,0.0,4.0,"William Jewell College<br>Liberty, MO<br>Crime Count: 0<br>Enrollment: 997<br>Rate per 1000 students: 0.0","William Jewell College<br>Liberty, MO<br>Crime Count: 0<br>Enrollment: 997<br>Rate per 1000 students: 0.0","William Jewell College<br>Liberty, MO<br>Crime Count: 0<br>Enrollment: 997<br>Rate per 1000 students: 0.0","William Jewell College<br>Liberty, MO<br>Crime Count: 4<br>Enrollment: 997<br>Rate per 1000 students: 4.0"
4175,William Woods University,Main Campus,ONE UNIVERSITY AVENUE,FULTON,MO,652511098,2,"Private nonprofit, 4-year or above",679.0,1397.0,2076.0,2,0,0,0,"ONE UNIVERSITY AVENUE, FULTON, MO, 652511098","[38.8602236, -91.95037630000002]",38.8602236,-91.9503763,0.0,0.0,0.0,1.0,"William Woods University<br>Fulton, MO<br>Crime Count: 0<br>Enrollment: 2076<br>Rate per 1000 students: 0.0","William Woods University<br>Fulton, MO<br>Crime Count: 0<br>Enrollment: 2076<br>Rate per 1000 students: 0.0","William Woods University<br>Fulton, MO<br>Crime Count: 0<br>Enrollment: 2076<br>Rate per 1000 students: 0.0","William Woods University<br>Fulton, MO<br>Crime Count: 2<br>Enrollment: 2076<br>Rate per 1000 students: 1.0"
4184,Carroll College,Main Campus,1601 N BENTON AVE,HELENA,MT,59625,2,"Private nonprofit, 4-year or above",569.0,811.0,1380.0,4,0,0,0,"1601 N BENTON AVE, HELENA, MT, 59625","[46.6013258, -112.0388413]",46.6013258,-112.0388413,0.0,0.0,0.0,2.9,"Carroll College<br>Helena, MT<br>Crime Count: 0<br>Enrollment: 1380<br>Rate per 1000 students: 0.0","Carroll College<br>Helena, MT<br>Crime Count: 0<br>Enrollment: 1380<br>Rate per 1000 students: 0.0","Carroll College<br>Helena, MT<br>Crime Count: 0<br>Enrollment: 1380<br>Rate per 1000 students: 0.0","Carroll College<br>Helena, MT<br>Crime Count: 4<br>Enrollment: 1380<br>Rate per 1000 students: 2.9"
4187,Montana State University-Billings,Montana State University-Billings,1500 University Drive,BILLINGS,MT,591010298,1,"Public, 4-year or above",1648.0,2714.0,4362.0,0,1,0,0,"1500 University Drive, BILLINGS, MT, 591010298","[45.79726720000001, -108.5176261]",45.7972672,-108.5176261,0.0,0.0,0.2,0.0,"Montana State University-Billings<br>Billings, MT<br>Crime Count: 0<br>Enrollment: 4362<br>Rate per 1000 students: 0.0","Montana State University-Billings<br>Billings, MT<br>Crime Count: 0<br>Enrollment: 4362<br>Rate per 1000 students: 0.0","Montana State University-Billings<br>Billings, MT<br>Crime Count: 1<br>Enrollment: 4362<br>Rate per 1000 students: 0.2","Montana State University-Billings<br>Billings, MT<br>Crime Count: 0<br>Enrollment: 4362<br>Rate per 1000 students: 0.0"
4194,University of Great Falls,University of Providence,1301 20th Street South,Great Falls,MT,59405,2,"Private nonprofit, 4-year or above",297.0,660.0,957.0,1,0,0,0,"1301 20th Street South, Great Falls, MT, 59405","[47.4913797, -111.2703462]",47.4913797,-111.2703462,0.0,0.0,0.0,1.0,"University of Great Falls<br>Great Falls, MT<br>Crime Count: 0<br>Enrollment: 957<br>Rate per 1000 students: 0.0","University of Great Falls<br>Great Falls, MT<br>Crime Count: 0<br>Enrollment: 957<br>Rate per 1000 students: 0.0","University of Great Falls<br>Great Falls, MT<br>Crime Count: 0<br>Enrollment: 957<br>Rate per 1000 students: 0.0","University of Great Falls<br>Great Falls, MT<br>Crime Count: 1<br>Enrollment: 957<br>Rate per 1000 students: 1.0"
4195,Helena College University of Montana,Helena College,1115 N ROBERTS ST,HELENA,MT,59601,4,"Public, 2-year",610.0,786.0,1396.0,0,0,1,0,"1115 N ROBERTS ST, HELENA, MT, 59601","[46.5956521, -112.0158423]",46.5956521,-112.0158423,0.0,0.7,0.0,0.0,"Helena College University of Montana<br>Helena, MT<br>Crime Count: 0<br>Enrollment: 1396<br>Rate per 1000 students: 0.0","Helena College University of Montana<br>Helena, MT<br>Crime Count: 1<br>Enrollment: 1396<br>Rate per 1000 students: 0.7","Helena College University of Montana<br>Helena, MT<br>Crime Count: 0<br>Enrollment: 1396<br>Rate per 1000 students: 0.0","Helena College University of Montana<br>Helena, MT<br>Crime Count: 0<br>Enrollment: 1396<br>Rate per 1000 students: 0.0"
4197,Miles Community College,Main Campus,2715 DICKINSON,MILES CITY,MT,593014774,4,"Public, 2-year",171.0,326.0,497.0,1,0,0,0,"2715 DICKINSON, MILES CITY, MT, 593014774","[46.4056369, -105.826285]",46.4056369,-105.826285,0.0,0.0,0.0,2.0,"Miles Community College<br>Miles City, MT<br>Crime Count: 0<br>Enrollment: 497<br>Rate per 1000 students: 0.0","Miles Community College<br>Miles City, MT<br>Crime Count: 0<br>Enrollment: 497<br>Rate per 1000 students: 0.0","Miles Community College<br>Miles City, MT<br>Crime Count: 0<br>Enrollment: 497<br>Rate per 1000 students: 0.0","Miles Community College<br>Miles City, MT<br>Crime Count: 1<br>Enrollment: 497<br>Rate per 1000 students: 2.0"
4200,Montana State University,Main Campus,Montana State University-Bozeman,Bozeman,MT,59717,1,"Public, 4-year or above",8826.0,7533.0,16359.0,15,1,0,1,"Montana State University-Bozeman, Bozeman, MT, 59717","[45.6667557, -111.04981]",45.6667557,-111.04981,0.1,0.0,0.1,0.9,"Montana State University<br>Bozeman, MT<br>Crime Count: 1<br>Enrollment: 16359<br>Rate per 1000 students: 0.1","Montana State University<br>Bozeman, MT<br>Crime Count: 0<br>Enrollment: 16359<br>Rate per 1000 students: 0.0","Montana State University<br>Bozeman, MT<br>Crime Count: 1<br>Enrollment: 16359<br>Rate per 1000 students: 0.1","Montana State University<br>Bozeman, MT<br>Crime Count: 15<br>Enrollment: 16359<br>Rate per 1000 students: 0.9"
4201,The University of Montana,Mountain Campus,32 Campus Drive,MISSOULA,MT,598128928,1,"Public, 4-year or above",5485.0,6934.0,12419.0,12,4,1,2,"32 Campus Drive, MISSOULA, MT, 598128928","[46.86133570000001, -113.9846896]",46.8613357,-113.9846896,0.2,0.1,0.3,1.0,"The University of Montana<br>Missoula, MT<br>Crime Count: 2<br>Enrollment: 12419<br>Rate per 1000 students: 0.2","The University of Montana<br>Missoula, MT<br>Crime Count: 1<br>Enrollment: 12419<br>Rate per 1000 students: 0.1","The University of Montana<br>Missoula, MT<br>Crime Count: 4<br>Enrollment: 12419<br>Rate per 1000 students: 0.3","The University of Montana<br>Missoula, MT<br>Crime Count: 12<br>Enrollment: 12419<br>Rate per 1000 students: 1.0"
4208,The University of Montana-Western,University of Montana Western,710 S ATLANTIC,DILLON,MT,597253598,1,"Public, 4-year or above",584.0,921.0,1505.0,0,0,1,1,"710 S ATLANTIC, DILLON, MT, 597253598","[45.2084442, -112.6382916]",45.2084442,-112.6382916,0.7,0.7,0.0,0.0,"The University of Montana-Western<br>Dillon, MT<br>Crime Count: 1<br>Enrollment: 1505<br>Rate per 1000 students: 0.7","The University of Montana-Western<br>Dillon, MT<br>Crime Count: 1<br>Enrollment: 1505<br>Rate per 1000 students: 0.7","The University of Montana-Western<br>Dillon, MT<br>Crime Count: 0<br>Enrollment: 1505<br>Rate per 1000 students: 0.0","The University of Montana-Western<br>Dillon, MT<br>Crime Count: 0<br>Enrollment: 1505<br>Rate per 1000 students: 0.0"
4210,Bellevue University,Main Campus,1000 GALVIN RD S,BELLEVUE,NE,680053098,2,"Private nonprofit, 4-year or above",4370.0,4526.0,8896.0,0,0,0,1,"1000 GALVIN RD S, BELLEVUE, NE, 680053098","[41.1507402, -95.9180528]",41.1507402,-95.9180528,0.1,0.0,0.0,0.0,"Bellevue University<br>Bellevue, NE<br>Crime Count: 1<br>Enrollment: 8896<br>Rate per 1000 students: 0.1","Bellevue University<br>Bellevue, NE<br>Crime Count: 0<br>Enrollment: 8896<br>Rate per 1000 students: 0.0","Bellevue University<br>Bellevue, NE<br>Crime Count: 0<br>Enrollment: 8896<br>Rate per 1000 students: 0.0","Bellevue University<br>Bellevue, NE<br>Crime Count: 0<br>Enrollment: 8896<br>Rate per 1000 students: 0.0"
4216,Chadron State College,Chadron State College,1000 MAIN STREET,CHADRON,NE,69337,1,"Public, 4-year or above",1222.0,1755.0,2977.0,1,0,0,0,"1000 MAIN STREET, CHADRON, NE, 69337","[42.8212889, -103.0019024]",42.8212889,-103.0019024,0.0,0.0,0.0,0.3,"Chadron State College<br>Chadron, NE<br>Crime Count: 0<br>Enrollment: 2977<br>Rate per 1000 students: 0.0","Chadron State College<br>Chadron, NE<br>Crime Count: 0<br>Enrollment: 2977<br>Rate per 1000 students: 0.0","Chadron State College<br>Chadron, NE<br>Crime Count: 0<br>Enrollment: 2977<br>Rate per 1000 students: 0.0","Chadron State College<br>Chadron, NE<br>Crime Count: 1<br>Enrollment: 2977<br>Rate per 1000 students: 0.3"
4220,Creighton University,Main Campus,2500 CALIFORNIA PLAZA,OMAHA,NE,68178,2,"Private nonprofit, 4-year or above",3476.0,4917.0,8393.0,9,5,0,0,"2500 CALIFORNIA PLAZA, OMAHA, NE, 68178","[41.26674670000001, -95.9486911]",41.2667467,-95.9486911,0.0,0.0,0.6,1.1,"Creighton University<br>Omaha, NE<br>Crime Count: 0<br>Enrollment: 8393<br>Rate per 1000 students: 0.0","Creighton University<br>Omaha, NE<br>Crime Count: 0<br>Enrollment: 8393<br>Rate per 1000 students: 0.0","Creighton University<br>Omaha, NE<br>Crime Count: 5<br>Enrollment: 8393<br>Rate per 1000 students: 0.6","Creighton University<br>Omaha, NE<br>Crime Count: 9<br>Enrollment: 8393<br>Rate per 1000 students: 1.1"
4221,Doane University-Arts & Sciences,Doane College Crete Campus,1014 BOSWELL,CRETE,NE,68333,2,"Private nonprofit, 4-year or above",536.0,511.0,1047.0,3,0,0,0,"1014 BOSWELL, CRETE, NE, 68333","[40.6226289, -96.9518796]",40.6226289,-96.9518796,0.0,0.0,0.0,2.9,"Doane University-Arts & Sciences<br>Crete, NE<br>Crime Count: 0<br>Enrollment: 1047<br>Rate per 1000 students: 0.0","Doane University-Arts & Sciences<br>Crete, NE<br>Crime Count: 0<br>Enrollment: 1047<br>Rate per 1000 students: 0.0","Doane University-Arts & Sciences<br>Crete, NE<br>Crime Count: 0<br>Enrollment: 1047<br>Rate per 1000 students: 0.0","Doane University-Arts & Sciences<br>Crete, NE<br>Crime Count: 3<br>Enrollment: 1047<br>Rate per 1000 students: 2.9"
4223,Hastings College,Main Campus,710 Turner Ave,Hastings,NE,68901,2,"Private nonprofit, 4-year or above",614.0,632.0,1246.0,0,1,0,1,"710 Turner Ave, Hastings, NE, 68901","[40.5906776, -98.37461449999999]",40.5906776,-98.3746145,0.8,0.0,0.8,0.0,"Hastings College<br>Hastings, NE<br>Crime Count: 1<br>Enrollment: 1246<br>Rate per 1000 students: 0.8","Hastings College<br>Hastings, NE<br>Crime Count: 0<br>Enrollment: 1246<br>Rate per 1000 students: 0.0","Hastings College<br>Hastings, NE<br>Crime Count: 1<br>Enrollment: 1246<br>Rate per 1000 students: 0.8","Hastings College<br>Hastings, NE<br>Crime Count: 0<br>Enrollment: 1246<br>Rate per 1000 students: 0.0"
4234,University of Nebraska at Kearney,University of Nebraska at Kearney,905 W 25TH ST,KEARNEY,NE,688491212,1,"Public, 4-year or above",2691.0,4097.0,6788.0,3,0,0,0,"905 W 25TH ST, KEARNEY, NE, 688491212","[40.7006228, -99.0925816]",40.7006228,-99.0925816,0.0,0.0,0.0,0.4,"University of Nebraska at Kearney<br>Kearney, NE<br>Crime Count: 0<br>Enrollment: 6788<br>Rate per 1000 students: 0.0","University of Nebraska at Kearney<br>Kearney, NE<br>Crime Count: 0<br>Enrollment: 6788<br>Rate per 1000 students: 0.0","University of Nebraska at Kearney<br>Kearney, NE<br>Crime Count: 0<br>Enrollment: 6788<br>Rate per 1000 students: 0.0","University of Nebraska at Kearney<br>Kearney, NE<br>Crime Count: 3<br>Enrollment: 6788<br>Rate per 1000 students: 0.4"
4251,Midland University,Midland University,900 N. CLARKSON,FREMONT,NE,68025,2,"Private nonprofit, 4-year or above",846.0,863.0,1709.0,0,0,1,0,"900 N. CLARKSON, FREMONT, NE, 68025","[41.43751200000001, -96.4897867]",41.437512,-96.4897867,0.0,0.6,0.0,0.0,"Midland University<br>Fremont, NE<br>Crime Count: 0<br>Enrollment: 1709<br>Rate per 1000 students: 0.0","Midland University<br>Fremont, NE<br>Crime Count: 1<br>Enrollment: 1709<br>Rate per 1000 students: 0.6","Midland University<br>Fremont, NE<br>Crime Count: 0<br>Enrollment: 1709<br>Rate per 1000 students: 0.0","Midland University<br>Fremont, NE<br>Crime Count: 0<br>Enrollment: 1709<br>Rate per 1000 students: 0.0"
4253,University of Nebraska at Omaha,University of Nebraska at Omaha,6001 DODGE ST,OMAHA,NE,681820225,1,"Public, 4-year or above",7271.0,8356.0,15627.0,6,0,0,0,"6001 DODGE ST, OMAHA, NE, 681820225","[41.2581216, -96.01071209999999]",41.2581216,-96.0107121,0.0,0.0,0.0,0.4,"University of Nebraska at Omaha<br>Omaha, NE<br>Crime Count: 0<br>Enrollment: 15627<br>Rate per 1000 students: 0.0","University of Nebraska at Omaha<br>Omaha, NE<br>Crime Count: 0<br>Enrollment: 15627<br>Rate per 1000 students: 0.0","University of Nebraska at Omaha<br>Omaha, NE<br>Crime Count: 0<br>Enrollment: 15627<br>Rate per 1000 students: 0.0","University of Nebraska at Omaha<br>Omaha, NE<br>Crime Count: 6<br>Enrollment: 15627<br>Rate per 1000 students: 0.4"
4258,University of Nebraska Medical Center,Main Campus,984230 NEBRASKA MEDICAL CTR,OMAHA,NE,681984230,1,"Public, 4-year or above",1365.0,2497.0,3862.0,0,0,0,3,"984230 NEBRASKA MEDICAL CTR, OMAHA, NE, 681984230","[41.2548019, -95.9756821]",41.2548019,-95.9756821,0.8,0.0,0.0,0.0,"University of Nebraska Medical Center<br>Omaha, NE<br>Crime Count: 3<br>Enrollment: 3862<br>Rate per 1000 students: 0.8","University of Nebraska Medical Center<br>Omaha, NE<br>Crime Count: 0<br>Enrollment: 3862<br>Rate per 1000 students: 0.0","University of Nebraska Medical Center<br>Omaha, NE<br>Crime Count: 0<br>Enrollment: 3862<br>Rate per 1000 students: 0.0","University of Nebraska Medical Center<br>Omaha, NE<br>Crime Count: 0<br>Enrollment: 3862<br>Rate per 1000 students: 0.0"
4260,Nebraska Wesleyan University,Main Campus,5000 ST PAUL AVE,LINCOLN,NE,685042794,2,"Private nonprofit, 4-year or above",838.0,1221.0,2059.0,4,2,0,0,"5000 ST PAUL AVE, LINCOLN, NE, 685042794","[40.8402259, -96.78953639999999]",40.8402259,-96.7895364,0.0,0.0,1.0,1.9,"Nebraska Wesleyan University<br>Lincoln, NE<br>Crime Count: 0<br>Enrollment: 2059<br>Rate per 1000 students: 0.0","Nebraska Wesleyan University<br>Lincoln, NE<br>Crime Count: 0<br>Enrollment: 2059<br>Rate per 1000 students: 0.0","Nebraska Wesleyan University<br>Lincoln, NE<br>Crime Count: 2<br>Enrollment: 2059<br>Rate per 1000 students: 1.0","Nebraska Wesleyan University<br>Lincoln, NE<br>Crime Count: 4<br>Enrollment: 2059<br>Rate per 1000 students: 1.9"
4262,University of Nebraska-Lincoln,Main Campus,14th and R St,Lincoln,NE,685880419,1,"Public, 4-year or above",13377.0,12520.0,25897.0,12,11,0,5,"14th and R St, Lincoln, NE, 685880419","[40.8169285, -96.701134]",40.8169285,-96.701134,0.2,0.0,0.4,0.5,"University of Nebraska-Lincoln<br>Lincoln, NE<br>Crime Count: 5<br>Enrollment: 25897<br>Rate per 1000 students: 0.2","University of Nebraska-Lincoln<br>Lincoln, NE<br>Crime Count: 0<br>Enrollment: 25897<br>Rate per 1000 students: 0.0","University of Nebraska-Lincoln<br>Lincoln, NE<br>Crime Count: 11<br>Enrollment: 25897<br>Rate per 1000 students: 0.4","University of Nebraska-Lincoln<br>Lincoln, NE<br>Crime Count: 12<br>Enrollment: 25897<br>Rate per 1000 students: 0.5"
4263,Northeast Community College,Northeast Community College,801 E BENJAMIN AVENUE,NORFOLK,NE,687020469,4,"Public, 2-year",2729.0,2346.0,5075.0,0,1,0,0,"801 E BENJAMIN AVENUE, NORFOLK, NE, 687020469","[42.0501942, -97.393953]",42.0501942,-97.393953,0.0,0.0,0.2,0.0,"Northeast Community College<br>Norfolk, NE<br>Crime Count: 0<br>Enrollment: 5075<br>Rate per 1000 students: 0.0","Northeast Community College<br>Norfolk, NE<br>Crime Count: 0<br>Enrollment: 5075<br>Rate per 1000 students: 0.0","Northeast Community College<br>Norfolk, NE<br>Crime Count: 1<br>Enrollment: 5075<br>Rate per 1000 students: 0.2","Northeast Community College<br>Norfolk, NE<br>Crime Count: 0<br>Enrollment: 5075<br>Rate per 1000 students: 0.0"
4264,Peru State College,Peru State College,600 Hoyt Street,Peru,NE,684210010,1,"Public, 4-year or above",1015.0,1556.0,2571.0,1,0,0,0,"600 Hoyt Street, Peru, NE, 684210010","[40.475025, -95.7340136]",40.475025,-95.7340136,0.0,0.0,0.0,0.4,"Peru State College<br>Peru, NE<br>Crime Count: 0<br>Enrollment: 2571<br>Rate per 1000 students: 0.0","Peru State College<br>Peru, NE<br>Crime Count: 0<br>Enrollment: 2571<br>Rate per 1000 students: 0.0","Peru State College<br>Peru, NE<br>Crime Count: 0<br>Enrollment: 2571<br>Rate per 1000 students: 0.0","Peru State College<br>Peru, NE<br>Crime Count: 1<br>Enrollment: 2571<br>Rate per 1000 students: 0.4"
4274,Wayne State College,Main Campus,1111 MAIN ST,WAYNE,NE,68787,1,"Public, 4-year or above",1443.0,1914.0,3357.0,0,0,0,1,"1111 MAIN ST, WAYNE, NE, 68787","[42.23974339999999, -97.0131371]",42.2397434,-97.0131371,0.3,0.0,0.0,0.0,"Wayne State College<br>Wayne, NE<br>Crime Count: 1<br>Enrollment: 3357<br>Rate per 1000 students: 0.3","Wayne State College<br>Wayne, NE<br>Crime Count: 0<br>Enrollment: 3357<br>Rate per 1000 students: 0.0","Wayne State College<br>Wayne, NE<br>Crime Count: 0<br>Enrollment: 3357<br>Rate per 1000 students: 0.0","Wayne State College<br>Wayne, NE<br>Crime Count: 0<br>Enrollment: 3357<br>Rate per 1000 students: 0.0"
4279,College of Southern Nevada,Main Campus,6375 West Charleston Blvd.,Las Vegas,NV,89146,1,"Public, 4-year or above",14211.0,19345.0,33556.0,0,0,1,2,"6375 West Charleston Blvd., Las Vegas, NV, 89146","[36.1558466, -115.2322301]",36.1558466,-115.2322301,0.1,0.0,0.0,0.0,"College of Southern Nevada<br>Las Vegas, NV<br>Crime Count: 2<br>Enrollment: 33556<br>Rate per 1000 students: 0.1","College of Southern Nevada<br>Las Vegas, NV<br>Crime Count: 1<br>Enrollment: 33556<br>Rate per 1000 students: 0.0","College of Southern Nevada<br>Las Vegas, NV<br>Crime Count: 0<br>Enrollment: 33556<br>Rate per 1000 students: 0.0","College of Southern Nevada<br>Las Vegas, NV<br>Crime Count: 0<br>Enrollment: 33556<br>Rate per 1000 students: 0.0"
4280,College of Southern Nevada,North Las Vegas Campus,3200 E. Cheyenne Avenue,North Las Vegas,NV,890304228,1,"Public, 4-year or above",14211.0,19345.0,33556.0,0,1,0,0,"3200 E. Cheyenne Avenue, North Las Vegas, NV, 890304228","[36.2209633, -115.1042376]",36.2209633,-115.1042376,0.0,0.0,0.0,0.0,"College of Southern Nevada<br>North Las Vegas, NV<br>Crime Count: 0<br>Enrollment: 33556<br>Rate per 1000 students: 0.0","College of Southern Nevada<br>North Las Vegas, NV<br>Crime Count: 0<br>Enrollment: 33556<br>Rate per 1000 students: 0.0","College of Southern Nevada<br>North Las Vegas, NV<br>Crime Count: 1<br>Enrollment: 33556<br>Rate per 1000 students: 0.0","College of Southern Nevada<br>North Las Vegas, NV<br>Crime Count: 0<br>Enrollment: 33556<br>Rate per 1000 students: 0.0"
